policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,improvement_vs_pyfrbus_baseline_pct,improvement_vs_pyfrbus_baseline_revealed_pct
sac_pyfrbus_revealed_native_best,pyfrbus,6.013362118561691,0.2975096326390959,11.490387978740035,0.561799989853855,0.0014448305964311556,0.591745189943729,0.0019220707080026388,2.6133407523035173,0.06260949370983053,True,9,0.0,0.0,2040Q1,2045Q4,-42433.15277682683,-61817.68240900219
