policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct
ppo_pyfrbus_linear_warmstart_init_seed_43,pyfrbus,0.012778502262771146,0.0005878666282233392,0.016184057494356138,0.0007366701911957714,0.0004217855418542802,0.00033194103878943384,1.1056697434222054e-06,3.0074061549473154,0.0012443889682056603,True,8,0.0,0.0,2040Q1,2045Q4,9.616288145395748,12.789774037337864
