period,inflation_gap,output_gap,lagged_policy_rate_gap,action,loss
0,-0.019737170630000023,0.03096444537982,1.0000938526302,1.0051332712173462,0.0017452944321358279
1,-0.019788819675220948,0.02834897856181527,1.0051332712173462,1.0057635307312012,0.0011084538750938341
2,-0.01985941378063738,0.02595869635484582,1.0057635307312012,1.0059669017791748,0.0009896356132732952
3,-0.01990823448897805,0.02869684335144585,1.0059669017791748,1.0060944557189941,0.0011230596277543308
4,-0.019973219215952742,0.03094798974926827,1.0060944557189941,1.0062453746795654,0.0012442007070208882
5,-0.02003216861816104,0.02995088563852079,1.0062453746795654,1.006378173828125,0.0011929126473421185
6,-0.020092158849849717,0.026911245550221875,1.006378173828125,1.0065056085586548,0.0010428693779889204
7,-0.020151750513762723,0.022840846066260984,1.0065056085586548,1.0066289901733398,0.0008666507818055573
8,-0.02021386525781188,0.01861038268362524,1.0066289901733398,1.0067566633224487,0.0007145209265281914
9,-0.02027846281136214,0.014704701986132804,1.0067566633224487,1.0068905353546143,0.0006024009358398649
10,-0.020346061728024223,0.01131712232306275,1.0068905353546143,1.0070326328277588,0.0005274318338669138
11,-0.02041692518567806,0.008438224636981446,1.0070326328277588,1.00718355178833,0.00048019377877557676
12,-0.020491334115266824,0.00595930953022536,1.00718355178833,1.0073436498641968,0.0004517976548726704
13,-0.020569477808044523,0.0037462051039421256,1.0073436498641968,1.0075128078460693,0.0004361008069218912
14,-0.020651491202945627,0.0016835829185293904,1.0075128078460693,1.0076913833618164,0.00042964623083527494
15,-0.020737470529728297,-0.0003077085686870556,1.0076913833618164,1.0078790187835693,0.00043082916974941887
16,-0.02082748063715001,-0.0022706216101584078,1.0078790187835693,1.0080758333206177,0.00043907603609880076
17,-0.020921566209865405,-0.004221067894022147,1.0080758333206177,1.008281946182251,0.00045421422564993405
18,-0.02101976551677609,-0.0061589128070867315,1.008281946182251,1.0084973573684692,0.00047611655729566215
19,-0.021122109103256292,-0.008077488579089912,1.0084973573684692,1.0087223052978516,0.0005045647009699423
20,-0.021228628122594406,-0.009969857071884851,1.0087223052978516,1.0089565515518188,0.0005392407316629489
21,-0.02133935233706974,-0.011831837974558527,1.0089565515518188,1.0092005729675293,0.000579805704703921
22,-0.021454317071111895,-0.013662966682453554,1.0092005729675293,1.0094541311264038,0.00062594661454149
23,-0.021573561865673163,-0.015465661529256294,1.0094541311264038,1.0097174644470215,0.0006774398234166421
