policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct
ppo_pyfrbus_linear_warmstart_seed_43,pyfrbus,0.014434827878246567,0.0006756572901292296,0.019467696173931237,0.0009045667364285117,0.0004443834661501176,0.00046202176966254833,2.6293914783776636e-06,3.013295122674554,0.003681842864519875,True,9,0.0,0.0,2040Q1,2045Q4,-2.0990799069839285,-4.904606455647074
