policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse
ppo_pyfrbus_linear_warmstart_seed_43,0.8611269866868148,-2.062312864454271,-0.057071897773027264,0.10746729941148692,1.4832391988839544e-07
