policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse
linear_riccati_rule,0.0,1.0891005070444726,1.0784387943807843,0.43405223835275225,0.0
empirical_taylor,0.2165731284960799,0.19317281148252752,0.2657685748665041,0.8691997672478173,0.0
linear_policy_search,0.0,1.1575903322849497,0.9236787036209644,0.37948352704961363,0.0
ppo_nonlinear,-0.034715094804763806,0.7583015972574549,0.8542479614615442,0.4721063272555669,0.04758096393047926
sac_nonlinear,-0.2335137632768602,1.086045541567107,1.0992496979013087,0.5563421088345348,0.27213304537032695
td3_nonlinear,0.08710121435672047,1.091886203840375,1.0222962260295951,0.41622857455412543,0.5180882825904479
