policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
sac_svar_direct,US_SW07,svar_direct,1.528632674699,0.572243175257,0.226215527375,7185.14945832341,86.0566477547736,80.8699942476789,8.36549143525473,10.0390778946731,4.07983869188423,8.88115207962128
