policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
US_FRB03_baseline,US_FRB03,external_baseline,0,0,0,45.8414563767911,0.52402944646872,2909.62636941754,26.5576381390558,0.06905058058585,0.651923522257898,1.29017104753921,0.0706772961670866,1.27466479541386
