update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate
0,-0.23604727042837104,0.0,1.007214575074613,-0.018064825384998498,0.016481120872102347,0.0
9,-0.29858718977042736,0.0,1.0114506725221872,-0.017508805436533964,0.016058504761654248,0.0
