policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct
ppo_pyfrbus_nonlinear_warmstart_seed_43,pyfrbus,0.012773957729508432,0.0005862934189996412,0.01605471350463282,0.0007293228192647756,0.00041700963588603017,0.000338428998991752,6.928361773502678e-07,3.0062657928084264,0.0009650099073239142,True,6,0.0,0.0,2040Q1,2045Q4,9.648432114734586,13.486763563889937
