policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct
ppo_pyfrbus_nonlinear_warmstart_init_seed_43,pyfrbus,0.012999304910032445,0.0006000103409368003,0.01656517933123023,0.0007570608293708535,0.00042770249071225785,0.0003443594746341833,1.2811290745068026e-06,3.008520305777949,0.0012905139863646953,True,7,0.0,0.0,2040Q1,2045Q4,8.054527429122944,10.736041744018625
