period,inflation_gap,output_gap,lagged_policy_rate_gap,action,loss
0,-0.019737170630000023,0.03096444537982,1.0000938526302,1.0055160522460938,0.0018257474417862928
1,-0.0197927313639934,0.028265889043115465,1.0055160522460938,1.0055665969848633,0.0010965234869313206
2,-0.01986225097424099,0.02594004221797376,1.0055665969848633,1.0055632591247559,0.0009880460564457307
3,-0.0199045381463705,0.028724744937459853,1.0055632591247559,1.0055681467056274,0.0011239731599741363
4,-0.01996549393003022,0.031113469146868286,1.0055681467056274,1.0055723190307617,0.0012524559859411406
5,-0.02001695471310616,0.030239614232908,1.0055723190307617,1.0055711269378662,0.0012072334700649388
6,-0.020068702002572714,0.027350495668650773,1.0055711269378662,1.0055662393569946,0.001062577582587016
7,-0.02011893203379711,0.02344445883051018,1.0055662393569946,1.0055596828460693,0.0008896216983538732
8,-0.02017068059337057,0.019398123610047804,1.0055596828460693,1.0055530071258545,0.0007388186445948144
9,-0.02022366671263831,0.015695940174222118,1.0055530071258545,1.0055466890335083,0.0006263676083117064
10,-0.020278283257781693,0.012531040634260748,1.0055466890335083,1.005541443824768,0.0005497811778673912
11,-0.020334683598777437,0.009895527718881646,1.005541443824768,1.0055370330810547,0.0004999325671993777
12,-0.020392996766144478,0.007681477389588285,1.0055370330810547,1.0055334568023682,0.00046797335466547695
13,-0.02045327443482292,0.005755817102687269,1.0055334568023682,1.0055303573608398,0.00044760223424676013
14,-0.020515511253259566,0.004004215659025017,1.0055303573608398,1.0055274963378906,0.00043506182901794727
15,-0.020579663507368506,0.0023486695102480494,1.0055274963378906,1.0055248737335205,0.00042840895268186446
16,-0.020645660667732768,0.0007472419108750614,1.0055248737335205,1.0055222511291504,0.0004267429594931882
17,-0.020713414025363752,-0.0008148481213340951,1.0055222511291504,1.0055198669433594,0.0004296232667825425
18,-0.020782826160301582,-0.0023364708328566354,1.0055198669433594,1.0055173635482788,0.00043671687146056536
19,-0.020853792881799116,-0.0038098354736263206,1.0055173635482788,1.0055150985717773,0.0004476419734889504
20,-0.020926208198429164,-0.005227003092730191,1.0055150985717773,1.0055128335952759,0.00046194555375388444
21,-0.020999967414186527,-0.0065827602693369815,1.0055128335952759,1.0055108070373535,0.0004791419870200829
22,-0.02107496579582202,-0.00787563146583397,1.0055108070373535,1.0055086612701416,0.0004987665741942228
23,-0.02115110115821528,-0.009107016110020374,1.0055086612701416,1.0055067539215088,0.0005204078290357426
