policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct,beats_fine05,gap_vs_fine05_bp
residual_u2_lr5e6,pyfrbus,0.01256084971735686,0.0005761509827058384,0.01594199648715361,0.0007225287239472344,0.00041620734171538893,0.00031964344835139056,1.219168147541036e-06,3.0055241676075215,2.244833276080962e-05,True,5,0.0,0.0,2040Q1,2045Q4,11.15576785472436,14.094156151788697,True,0.08544076503490261
