policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
sac_svar_direct,NK_CW09,svar_direct,1.528632674699,0.572243175257,0.226215527375,964.09271300991,13.6716361330327,5.80750069883336,14.7680146449787,4.80128111710034,0.180882276620055,3.60647961688019
