policy,mean_reward,std_reward,mean_discounted_loss,std_discounted_loss,mean_abs_action,clip_rate,explosion_rate,first_trajectory,env_id,group,tier,algo,seed
ppo,-292.39552321816865,403.2770777802986,279.9155230836647,400.4593779215833,1.0082002562967924,0.0,0.0,"[{'period': 0, 'inflation_gap': 3.011025905609131, 'output_gap': 0.31863903999328613, 'lagged_policy_rate_gap': 0.1788795441389084, 'action': 3.6513469219207764, 'loss': 1056.3776317570182}, {'period': 1, 'inflation_gap': 2.0889339447021484, 'output_gap': -0.041772834956645966, 'lagged_policy_rate_gap': 3.6513469219207764, 'action': 3.170015811920166, 'loss': 210.23112164579607}, {'period': 2, 'inflation_gap': 1.4463211297988892, 'output_gap': -0.19886477291584015, 'lagged_policy_rate_gap': 3.170015811920166, 'action': 2.1866424083709717, 'loss': 39.077510942072045}, {'period': 3, 'inflation_gap': 1.0993703603744507, 'output_gap': -0.3860825002193451, 'lagged_policy_rate_gap': 2.1866424083709717, 'action': 1.2260980606079102, 'loss': 10.744590802525083}, {'period': 4, 'inflation_gap': 0.8573247194290161, 'output_gap': -1.1002106666564941, 'lagged_policy_rate_gap': 1.2260980606079102, 'action': -0.48602816462516785, 'loss': 10.642697939482343}, {'period': 5, 'inflation_gap': 0.4626350998878479, 'output_gap': -0.0470961295068264, 'lagged_policy_rate_gap': -0.48602816462516785, 'action': 0.12545913457870483, 'loss': 0.28932892281370004}, {'period': 6, 'inflation_gap': 0.453817754983902, 'output_gap': -0.6653504371643066, 'lagged_policy_rate_gap': 0.12545913457870483, 'action': -0.6665880680084229, 'loss': 0.8061674208036036}, {'period': 7, 'inflation_gap': 0.09751633554697037, 'output_gap': -1.153679370880127, 'lagged_policy_rate_gap': -0.6665880680084229, 'action': -2.057154417037964, 'loss': 9.366020643628124}, {'period': 8, 'inflation_gap': -0.27041444182395935, 'output_gap': 0.17292377352714539, 'lagged_policy_rate_gap': -2.057154417037964, 'action': -0.9607466459274292, 'loss': 0.2082862861275543}, {'period': 9, 'inflation_gap': -0.23752255737781525, 'output_gap': -0.016154639422893524, 'lagged_policy_rate_gap': -0.9607466459274292, 'action': -0.8814537525177002, 'loss': 0.05717618774526805}, {'period': 10, 'inflation_gap': -0.21331451833248138, 'output_gap': 1.0699971914291382, 'lagged_policy_rate_gap': -0.8814537525177002, 'action': 0.8660377264022827, 'loss': 0.9233227254543354}, {'period': 11, 'inflation_gap': -0.14452795684337616, 'output_gap': 0.8274703025817871, 'lagged_policy_rate_gap': 0.8660377264022827, 'action': 1.1026227474212646, 'loss': 0.3688391283537732}, {'period': 12, 'inflation_gap': 0.4105433523654938, 'output_gap': -0.15673069655895233, 'lagged_policy_rate_gap': 1.1026227474212646, 'action': 0.3698636293411255, 'loss': 0.24647923154560603}, {'period': 13, 'inflation_gap': 0.012303546071052551, 'output_gap': -0.4492115378379822, 'lagged_policy_rate_gap': 0.3698636293411255, 'action': -0.8285114765167236, 'loss': 0.2525881998296617}, {'period': 14, 'inflation_gap': 0.089034803211689, 'output_gap': -0.20149144530296326, 'lagged_policy_rate_gap': -0.8285114765167236, 'action': -0.7073072195053101, 'loss': 0.02969564463985158}, {'period': 15, 'inflation_gap': 0.13019849359989166, 'output_gap': -1.0609869956970215, 'lagged_policy_rate_gap': -0.7073072195053101, 'action': -1.9004950523376465, 'loss': 6.087899409367369}, {'period': 16, 'inflation_gap': -0.15919706225395203, 'output_gap': -0.4470076262950897, 'lagged_policy_rate_gap': -1.9004950523376465, 'action': -1.7003753185272217, 'loss': 0.13672913702247774}, {'period': 17, 'inflation_gap': 0.06701003015041351, 'output_gap': 0.13522937893867493, 'lagged_policy_rate_gap': -1.7003753185272217, 'action': -0.4763793349266052, 'loss': 0.16345045339187325}, {'period': 18, 'inflation_gap': 0.2650667428970337, 'output_gap': -0.3328619599342346, 'lagged_policy_rate_gap': -0.4763793349266052, 'action': -0.5768759846687317, 'loss': 0.12668846484851257}, {'period': 19, 'inflation_gap': 0.05971116945147514, 'output_gap': 0.13514800369739532, 'lagged_policy_rate_gap': -0.5768759846687317, 'action': -0.14398899674415588, 'loss': 0.03143702964039956}, {'period': 20, 'inflation_gap': 0.007061426993459463, 'output_gap': 0.3707024157047272, 'lagged_policy_rate_gap': -0.14398899674415588, 'action': 0.28855571150779724, 'loss': 0.08746949671952087}, {'period': 21, 'inflation_gap': 0.14865165948867798, 'output_gap': 1.0142604112625122, 'lagged_policy_rate_gap': 0.28855571150779724, 'action': 1.5780069828033447, 'loss': 0.7027278649005084}, {'period': 22, 'inflation_gap': 0.07398105412721634, 'output_gap': 0.5624043345451355, 'lagged_policy_rate_gap': 1.5780069828033447, 'action': 1.1871212720870972, 'loss': 0.17890167801156706}, {'period': 23, 'inflation_gap': 0.2680194079875946, 'output_gap': 0.5767896771430969, 'lagged_policy_rate_gap': 1.1871212720870972, 'action': 1.3374814987182617, 'loss': 0.24044028639337875}, {'period': 24, 'inflation_gap': 0.2278219610452652, 'output_gap': 0.7294619679450989, 'lagged_policy_rate_gap': 1.3374814987182617, 'action': 1.5567065477371216, 'loss': 0.3227661894854107}, {'period': 25, 'inflation_gap': 0.020497895777225494, 'output_gap': -0.1768682897090912, 'lagged_policy_rate_gap': 1.5567065477371216, 'action': -0.03342471644282341, 'loss': 0.2689131034158545}, {'period': 26, 'inflation_gap': -0.16284814476966858, 'output_gap': -0.6754419803619385, 'lagged_policy_rate_gap': -0.03342471644282341, 'action': -1.50827157497406, 'loss': 0.79004835125844}, {'period': 27, 'inflation_gap': 0.06785232573747635, 'output_gap': -0.15805372595787048, 'lagged_policy_rate_gap': -1.50827157497406, 'action': -0.871553897857666, 'loss': 0.05763536828781707}, {'period': 28, 'inflation_gap': 0.14551910758018494, 'output_gap': 0.07059156149625778, 'lagged_policy_rate_gap': -0.871553897857666, 'action': -0.22279983758926392, 'loss': 0.06575557801964715}, {'period': 29, 'inflation_gap': 0.21657301485538483, 'output_gap': 0.6766541600227356, 'lagged_policy_rate_gap': -0.22279983758926392, 'action': 1.009423851966858, 'loss': 0.42767181901191786}, {'period': 30, 'inflation_gap': 0.1641070544719696, 'output_gap': 0.4706399738788605, 'lagged_policy_rate_gap': 1.009423851966858, 'action': 0.9941813945770264, 'loss': 0.13770535108454132}, {'period': 31, 'inflation_gap': 0.35004180669784546, 'output_gap': 0.5209234356880188, 'lagged_policy_rate_gap': 0.9941813945770264, 'action': 1.3002287149429321, 'loss': 0.2693793875615067}, {'period': 32, 'inflation_gap': 0.08185791969299316, 'output_gap': 0.9209502339363098, 'lagged_policy_rate_gap': 1.3002287149429321, 'action': 1.647620677947998, 'loss': 0.4428435033061877}, {'period': 33, 'inflation_gap': 0.13292162120342255, 'output_gap': 0.8321709036827087, 'lagged_policy_rate_gap': 1.647620677947998, 'action': 1.6786948442459106, 'loss': 0.36401892423250526}, {'period': 34, 'inflation_gap': 0.3712550699710846, 'output_gap': 0.8207900524139404, 'lagged_policy_rate_gap': 1.6786948442459106, 'action': 1.9545354843139648, 'loss': 0.4861783855847661}, {'period': 35, 'inflation_gap': 0.3248714208602905, 'output_gap': 0.48342159390449524, 'lagged_policy_rate_gap': 1.9545354843139648, 'action': 1.4907485246658325, 'loss': 0.24446512890303998}, {'period': 36, 'inflation_gap': 0.09953621029853821, 'output_gap': -0.48029789328575134, 'lagged_policy_rate_gap': 1.4907485246658325, 'action': -0.42539751529693604, 'loss': 0.50931967935041}, {'period': 37, 'inflation_gap': -0.10401398688554764, 'output_gap': -1.3291078805923462, 'lagged_policy_rate_gap': -0.42539751529693604, 'action': -2.4565253257751465, 'loss': 19.25246282756696}, {'period': 38, 'inflation_gap': -0.15437206625938416, 'output_gap': -1.3989794254302979, 'lagged_policy_rate_gap': -2.4565253257751465, 'action': -3.0813159942626953, 'loss': 24.38022307926529}, {'period': 39, 'inflation_gap': 0.0010219867108389735, 'output_gap': -0.343207985162735, 'lagged_policy_rate_gap': -3.0813159942626953, 'action': -1.6892176866531372, 'loss': 0.2527464416424212}, {'period': 40, 'inflation_gap': -0.10871671140193939, 'output_gap': -1.310468077659607, 'lagged_policy_rate_gap': -1.6892176866531372, 'action': -2.7508769035339355, 'loss': 17.663744962950222}, {'period': 41, 'inflation_gap': -0.05639855936169624, 'output_gap': -0.6734143495559692, 'lagged_policy_rate_gap': -2.7508769035339355, 'action': -2.1313552856445312, 'loss': 0.5793934711440164}, {'period': 42, 'inflation_gap': 0.05928259342908859, 'output_gap': -0.751471757888794, 'lagged_policy_rate_gap': -2.1313552856445312, 'action': -1.938279390335083, 'loss': 0.9543226497915882}, {'period': 43, 'inflation_gap': 0.16657529771327972, 'output_gap': 0.33000826835632324, 'lagged_policy_rate_gap': -1.938279390335083, 'action': -0.1140255481004715, 'loss': 0.4149902664908116}, {'period': 44, 'inflation_gap': 0.2843577563762665, 'output_gap': -0.16093134880065918, 'lagged_policy_rate_gap': -0.1140255481004715, 'action': -0.17296238243579865, 'loss': 0.0941812207190022}, {'period': 45, 'inflation_gap': 0.04569355025887489, 'output_gap': -0.3073243796825409, 'lagged_policy_rate_gap': -0.17296238243579865, 'action': -0.7296196222305298, 'loss': 0.08029881201769466}, {'period': 46, 'inflation_gap': 0.27567821741104126, 'output_gap': -0.3495750427246094, 'lagged_policy_rate_gap': -0.7296196222305298, 'action': -0.6655631065368652, 'loss': 0.1376146278197011}, {'period': 47, 'inflation_gap': 0.04516512528061867, 'output_gap': 0.24757173657417297, 'lagged_policy_rate_gap': -0.6655631065368652, 'action': -0.01376214437186718, 'loss': 0.07517022034471155}, {'period': 48, 'inflation_gap': 0.052287060767412186, 'output_gap': 0.2674313187599182, 'lagged_policy_rate_gap': -0.01376214437186718, 'action': 0.22564025223255157, 'loss': 0.044225042600523484}, {'period': 49, 'inflation_gap': 0.09093231707811356, 'output_gap': 0.16168777644634247, 'lagged_policy_rate_gap': 0.22564025223255157, 'action': 0.1834968477487564, 'loss': 0.021517761469424267}, {'period': 50, 'inflation_gap': 0.30898863077163696, 'output_gap': 0.30628257989883423, 'lagged_policy_rate_gap': 0.1834968477487564, 'action': 0.6801813840866089, 'loss': 0.16726598061112305}, {'period': 51, 'inflation_gap': 0.2852553725242615, 'output_gap': -0.1944085657596588, 'lagged_policy_rate_gap': 0.6801813840866089, 'action': 0.018148329108953476, 'loss': 0.1441245576176123}, {'period': 52, 'inflation_gap': 0.2396349310874939, 'output_gap': -0.5359252691268921, 'lagged_policy_rate_gap': 0.018148329108953476, 'action': -0.7752026319503784, 'loss': 0.3135432964625857}, {'period': 53, 'inflation_gap': 0.2863530218601227, 'output_gap': -0.28668132424354553, 'lagged_policy_rate_gap': -0.7752026319503784, 'action': -0.5678713917732239, 'loss': 0.12742120480685698}, {'period': 54, 'inflation_gap': 0.2358870655298233, 'output_gap': -0.47753793001174927, 'lagged_policy_rate_gap': -0.5678713917732239, 'action': -0.8657166957855225, 'loss': 0.19443100804194635}, {'period': 55, 'inflation_gap': 0.5282623171806335, 'output_gap': -0.7509311437606812, 'lagged_policy_rate_gap': -0.8657166957855225, 'action': -0.999376654624939, 'loss': 1.3322607315538804}, {'period': 56, 'inflation_gap': 0.3162594139575958, 'output_gap': -0.12959881126880646, 'lagged_policy_rate_gap': -0.999376654624939, 'action': -0.3520045578479767, 'loss': 0.15067395281081714}, {'period': 57, 'inflation_gap': 0.07249947637319565, 'output_gap': -0.47984838485717773, 'lagged_policy_rate_gap': -0.3520045578479767, 'action': -1.0136761665344238, 'loss': 0.18090398348384668}, {'period': 58, 'inflation_gap': -0.18756620585918427, 'output_gap': -0.05779983848333359, 'lagged_policy_rate_gap': -1.0136761665344238, 'action': -0.897176206111908, 'loss': 0.03820871632260439}, {'period': 59, 'inflation_gap': -0.19118958711624146, 'output_gap': -0.20541812479496002, 'lagged_policy_rate_gap': -0.897176206111908, 'action': -1.0924121141433716, 'loss': 0.06146346719730478}]",asymmetric_threshold_extreme,asymmetric,extreme_v2,ppo,43
sac,-283.4668369070526,378.0547503822052,268.82333275872844,374.61198996711846,1.2559182731804968,0.0,0.0,"[{'period': 0, 'inflation_gap': 3.011025905609131, 'output_gap': 0.31863903999328613, 'lagged_policy_rate_gap': 0.1788795441389084, 'action': 5.9999098777771, 'loss': 1058.5602682025558}, {'period': 1, 'inflation_gap': 1.9010487794876099, 'output_gap': -0.3236003816127777, 'lagged_policy_rate_gap': 5.9999098777771, 'action': -0.07608561217784882, 'loss': 141.11376809644517}, {'period': 2, 'inflation_gap': 1.499335527420044, 'output_gap': -0.03855234012007713, 'lagged_policy_rate_gap': -0.07608561217784882, 'action': -1.0988030433654785, 'loss': 46.20529078383962}, {'period': 3, 'inflation_gap': 1.4366800785064697, 'output_gap': 0.13586537539958954, 'lagged_policy_rate_gap': -1.0988030433654785, 'action': -0.8789092302322388, 'loss': 37.773092114851984}, {'period': 4, 'inflation_gap': 1.3999626636505127, 'output_gap': -0.4236249327659607, 'lagged_policy_rate_gap': -0.8789092302322388, 'action': -0.22303538024425507, 'loss': 33.574402991046824}, {'period': 5, 'inflation_gap': 1.0110231637954712, 'output_gap': 0.4762135148048401, 'lagged_policy_rate_gap': -0.22303538024425507, 'action': 1.2671867609024048, 'loss': 7.395229132643355}, {'period': 6, 'inflation_gap': 0.9058519601821899, 'output_gap': -0.366756796836853, 'lagged_policy_rate_gap': 1.2671867609024048, 'action': 2.5893352031707764, 'loss': 4.393343788089382}, {'period': 7, 'inflation_gap': 0.25838857889175415, 'output_gap': -1.2888853549957275, 'lagged_policy_rate_gap': 2.5893352031707764, 'action': -4.432461738586426, 'loss': 21.128375185757292}, {'period': 8, 'inflation_gap': 0.021266745403409004, 'output_gap': 0.3605435788631439, 'lagged_policy_rate_gap': -4.432461738586426, 'action': -0.7498664855957031, 'loss': 1.421598890324756}, {'period': 9, 'inflation_gap': 0.016475941985845566, 'output_gap': 0.11946725100278854, 'lagged_policy_rate_gap': -0.7498664855957031, 'action': -0.19946107268333435, 'loss': 0.03770228055172611}, {'period': 10, 'inflation_gap': -0.03755075857043266, 'output_gap': 1.1066430807113647, 'lagged_policy_rate_gap': -0.19946107268333435, 'action': 0.9120223522186279, 'loss': 0.7372790538955646}, {'period': 11, 'inflation_gap': -0.0002665387582965195, 'output_gap': 0.8593241572380066, 'lagged_policy_rate_gap': 0.9120223522186279, 'action': 0.7740992307662964, 'loss': 0.37112135339243024}, {'period': 12, 'inflation_gap': 0.5586051344871521, 'output_gap': -0.08524879813194275, 'lagged_policy_rate_gap': 0.7740992307662964, 'action': 0.6001859903335571, 'loss': 0.48195995001873015}, {'period': 13, 'inflation_gap': 0.12662355601787567, 'output_gap': -0.4136912524700165, 'lagged_policy_rate_gap': 0.6001859903335571, 'action': -0.805965006351471, 'loss': 0.3020029935667672}, {'period': 14, 'inflation_gap': 0.18579114973545074, 'output_gap': -0.17077520489692688, 'lagged_policy_rate_gap': -0.805965006351471, 'action': -0.40379446744918823, 'loss': 0.0652745508599096}, {'period': 15, 'inflation_gap': 0.18946579098701477, 'output_gap': -1.0686120986938477, 'lagged_policy_rate_gap': -0.40379446744918823, 'action': -3.2735109329223633, 'loss': 7.014434666623478}, {'period': 16, 'inflation_gap': -0.003466968657448888, 'output_gap': -0.2852299213409424, 'lagged_policy_rate_gap': -3.2735109329223633, 'action': -0.6557371020317078, 'loss': 0.7259640568553457}, {'period': 17, 'inflation_gap': 0.14037859439849854, 'output_gap': 0.14384590089321136, 'lagged_policy_rate_gap': -0.6557371020317078, 'action': -0.08827102929353714, 'loss': 0.06225374573807623}, {'period': 18, 'inflation_gap': 0.2944362163543701, 'output_gap': -0.3690456449985504, 'lagged_policy_rate_gap': -0.08827102929353714, 'action': -1.0205272436141968, 'loss': 0.24213401021759046}, {'period': 19, 'inflation_gap': 0.11146211624145508, 'output_gap': 0.16163136065006256, 'lagged_policy_rate_gap': -1.0205272436141968, 'action': 0.026501929387450218, 'loss': 0.13511316064147022}, {'period': 20, 'inflation_gap': 0.040119580924510956, 'output_gap': 0.37348806858062744, 'lagged_policy_rate_gap': 0.026501929387450218, 'action': -0.02434922754764557, 'loss': 0.07161483347576589}, {'period': 21, 'inflation_gap': 0.2006877064704895, 'output_gap': 1.055634617805481, 'lagged_policy_rate_gap': -0.02434922754764557, 'action': 2.248027801513672, 'loss': 1.1138275149036012}, {'period': 22, 'inflation_gap': 0.07028306275606155, 'output_gap': 0.5168755650520325, 'lagged_policy_rate_gap': 2.248027801513672, 'action': 1.8518140316009521, 'loss': 0.15421841893114638}, {'period': 23, 'inflation_gap': 0.2027798444032669, 'output_gap': 0.4613291919231415, 'lagged_policy_rate_gap': 1.8518140316009521, 'action': 2.291303873062134, 'loss': 0.16684710903119995}, {'period': 24, 'inflation_gap': 0.0762324184179306, 'output_gap': 0.5216821432113647, 'lagged_policy_rate_gap': 2.291303873062134, 'action': 1.8673324584960938, 'loss': 0.15986268692756078}, {'period': 25, 'inflation_gap': -0.16717977821826935, 'output_gap': -0.38379114866256714, 'lagged_policy_rate_gap': 1.8673324584960938, 'action': 0.9996789693832397, 'loss': 0.17766786016190758}, {'period': 26, 'inflation_gap': -0.4370231628417969, 'output_gap': -0.9701980948448181, 'lagged_policy_rate_gap': 0.9996789693832397, 'action': -3.5303096771240234, 'loss': 5.941705276042107}, {'period': 27, 'inflation_gap': -0.048675864934921265, 'output_gap': -0.15902766585350037, 'lagged_policy_rate_gap': -3.5303096771240234, 'action': -0.7156340479850769, 'loss': 0.8072541288074415}, {'period': 28, 'inflation_gap': 0.039628174155950546, 'output_gap': 0.04529509320855141, 'lagged_policy_rate_gap': -0.7156340479850769, 'action': -0.27384424209594727, 'loss': 0.022114038180075513}, {'period': 29, 'inflation_gap': 0.13088452816009521, 'output_gap': 0.6577537059783936, 'lagged_policy_rate_gap': -0.27384424209594727, 'action': -0.03838112950325012, 'loss': 0.23899501631503037}, {'period': 30, 'inflation_gap': 0.1756005734205246, 'output_gap': 0.5773497819900513, 'lagged_policy_rate_gap': -0.03838112950325012, 'action': -0.02690257504582405, 'loss': 0.19751512248884012}, {'period': 31, 'inflation_gap': 0.462265282869339, 'output_gap': 0.7272618412971497, 'lagged_policy_rate_gap': -0.02690257504582405, 'action': 0.3574332594871521, 'loss': 0.5294571570880183}, {'period': 32, 'inflation_gap': 0.28832802176475525, 'output_gap': 1.2006407976150513, 'lagged_policy_rate_gap': 0.3574332594871521, 'action': 3.028994560241699, 'loss': 1.5176650342206441}, {'period': 33, 'inflation_gap': 0.243525892496109, 'output_gap': 0.894888162612915, 'lagged_policy_rate_gap': 3.028994560241699, 'action': 2.379690647125244, 'loss': 0.5018768292672201}, {'period': 34, 'inflation_gap': 0.41620227694511414, 'output_gap': 0.7911202311515808, 'lagged_policy_rate_gap': 2.379690647125244, 'action': 3.241734504699707, 'loss': 0.5742066447286732}, {'period': 35, 'inflation_gap': 0.25191929936408997, 'output_gap': 0.3080626130104065, 'lagged_policy_rate_gap': 3.241734504699707, 'action': 2.6948485374450684, 'loss': 0.14082304652175284}, {'period': 36, 'inflation_gap': -0.09022528678178787, 'output_gap': -0.7652175426483154, 'lagged_policy_rate_gap': 2.6948485374450684, 'action': -1.4558247327804565, 'loss': 2.773181254051221}, {'period': 37, 'inflation_gap': -0.23037293553352356, 'output_gap': -1.437182068824768, 'lagged_policy_rate_gap': -1.4558247327804565, 'action': -4.02882719039917, 'loss': 28.50501073335357}, {'period': 38, 'inflation_gap': -0.1512899100780487, 'output_gap': -1.3009190559387207, 'lagged_policy_rate_gap': -4.02882719039917, 'action': -3.610570192337036, 'loss': 16.94547844108535}, {'period': 39, 'inflation_gap': 0.0654401183128357, 'output_gap': -0.20305630564689636, 'lagged_policy_rate_gap': -3.610570192337036, 'action': -0.5948947668075562, 'loss': 0.9343281679305219}, {'period': 40, 'inflation_gap': -0.11669770628213882, 'output_gap': -1.3292475938796997, 'lagged_policy_rate_gap': -0.5948947668075562, 'action': -3.843949556350708, 'loss': 19.90828306192509}, {'period': 41, 'inflation_gap': 0.02090655267238617, 'output_gap': -0.5572926998138428, 'lagged_policy_rate_gap': -3.843949556350708, 'action': -2.6086385250091553, 'loss': 0.378442046503329}, {'period': 42, 'inflation_gap': 0.18253366649150848, 'output_gap': -0.5997576117515564, 'lagged_policy_rate_gap': -2.6086385250091553, 'action': -1.9032034873962402, 'loss': 0.39211865551013736}, {'period': 43, 'inflation_gap': 0.29271289706230164, 'output_gap': 0.4502987265586853, 'lagged_policy_rate_gap': -1.9032034873962402, 'action': 0.23596353828907013, 'loss': 0.6447287793378967}, {'period': 44, 'inflation_gap': 0.381326824426651, 'output_gap': -0.10279660671949387, 'lagged_policy_rate_gap': 0.23596353828907013, 'action': -0.5501226186752319, 'loss': 0.2178409603323183}, {'period': 45, 'inflation_gap': 0.16506856679916382, 'output_gap': -0.21187157928943634, 'lagged_policy_rate_gap': -0.5501226186752319, 'action': -0.5809727907180786, 'loss': 0.049787588111937287}, {'period': 46, 'inflation_gap': 0.3783770501613617, 'output_gap': -0.2869907319545746, 'lagged_policy_rate_gap': -0.5809727907180786, 'action': -0.6778436303138733, 'loss': 0.19017845108971748}, {'period': 47, 'inflation_gap': 0.14082349836826324, 'output_gap': 0.30299609899520874, 'lagged_policy_rate_gap': -0.6778436303138733, 'action': 0.030361026525497437, 'loss': 0.1158899592927305}, {'period': 48, 'inflation_gap': 0.1363687813282013, 'output_gap': 0.31015047430992126, 'lagged_policy_rate_gap': 0.030361026525497437, 'action': -0.0855109691619873, 'loss': 0.06803573481673339}, {'period': 49, 'inflation_gap': 0.19163362681865692, 'output_gap': 0.2365509569644928, 'lagged_policy_rate_gap': -0.0855109691619873, 'action': -0.1429050713777542, 'loss': 0.06503103284499631}, {'period': 50, 'inflation_gap': 0.430634468793869, 'output_gap': 0.4088791608810425, 'lagged_policy_rate_gap': -0.1429050713777542, 'action': -0.06830289959907532, 'loss': 0.288757186120813}, {'period': 51, 'inflation_gap': 0.462970107793808, 'output_gap': -0.018482830375432968, 'lagged_policy_rate_gap': -0.06830289959907532, 'action': -0.3537358045578003, 'loss': 0.2596887594502412}, {'period': 52, 'inflation_gap': 0.44674259424209595, 'output_gap': -0.3451913595199585, 'lagged_policy_rate_gap': -0.3537358045578003, 'action': -0.7775397300720215, 'loss': 0.304154269518125}, {'period': 53, 'inflation_gap': 0.4903729259967804, 'output_gap': -0.12727303802967072, 'lagged_policy_rate_gap': -0.7775397300720215, 'action': -0.1702387034893036, 'loss': 0.34553800307751203}, {'period': 54, 'inflation_gap': 0.3991740345954895, 'output_gap': -0.3907144069671631, 'lagged_policy_rate_gap': -0.1702387034893036, 'action': -1.0004347562789917, 'loss': 0.31458826487427477}, {'period': 55, 'inflation_gap': 0.6870340704917908, 'output_gap': -0.6588782668113708, 'lagged_policy_rate_gap': -1.0004347562789917, 'action': -0.9234657287597656, 'loss': 1.6117228304628104}, {'period': 56, 'inflation_gap': 0.45561450719833374, 'output_gap': -0.05896828696131706, 'lagged_policy_rate_gap': -0.9234657287597656, 'action': -0.01853983849287033, 'loss': 0.32338499592365144}, {'period': 57, 'inflation_gap': 0.1714324802160263, 'output_gap': -0.4578045904636383, 'lagged_policy_rate_gap': -0.01853983849287033, 'action': -1.7504671812057495, 'loss': 0.44406083261832197}, {'period': 58, 'inflation_gap': -0.045067768543958664, 'output_gap': 0.052755892276763916, 'lagged_policy_rate_gap': -1.7504671812057495, 'action': 0.02786184847354889, 'loss': 0.31966810962650205}, {'period': 59, 'inflation_gap': -0.12908273935317993, 'output_gap': -0.22306430339813232, 'lagged_policy_rate_gap': 0.02786184847354889, 'action': -0.7462584972381592, 'loss': 0.10146742628864944}]",asymmetric_threshold_extreme,asymmetric,extreme_v2,sac,43
