policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct,beats_fine05,gap_vs_fine05_bp
residual_u4_lr1e5_init,pyfrbus,0.01259575450781912,0.0005773524614483931,0.015950544215354814,0.0007226721235564894,0.0004141286777407168,0.00032623951850230243,1.0402445652500232e-06,3.0051017102144115,2.5874685686744844e-05,True,5,0.0,0.0,2040Q1,2045Q4,10.908882542297915,14.048095433816426,False,-3.6516977150458096e-05
