policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse
residual_u4_lr1e5,0.9955832279035783,-0.0026705044945005228,0.001971606918701911,0.010475514499217757,4.933144846845364e-08
