update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate
0,-0.4432731850780409,0.0,1.0038223965093493,-0.017340553398748383,0.015941841996915437,0.0
3,-0.44105160520083475,0.0,1.0042138136923313,-0.01740828982241482,0.01599239093818857,0.0
