policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse
residual_u4_lr1e5_init,0.9950178389063578,-0.0015815558532851423,0.0019914061486388723,0.009990819997604254,5.848408274830037e-08
