period,inflation_gap,output_gap,lagged_policy_rate_gap,action,loss
0,-0.019737170630000023,0.03096444537982,1.0000938526302,1.0058395862579346,0.0018983377845672644
1,-0.01979603759940729,0.028195661201237905,1.0058395862579346,1.0058941841125488,0.001093181953732672
2,-0.019869697454666158,0.025817352230144378,1.0058941841125488,1.0058889389038086,0.000982756526030401
3,-0.019914481436927645,0.02852554250014472,1.0058889389038086,1.0058954954147339,0.0011143282047787906
4,-0.01997905482299478,0.030864356761072326,1.0058954954147339,1.0059013366699219,0.0012393999048755863
5,-0.020033593999572163,0.029936231972851297,1.0059013366699219,1.0058990716934204,0.0011918171202715728
6,-0.020088406273298887,0.0269984741903453,1.0058990716934204,1.005892038345337,0.0010465121830327878
7,-0.020141590183144986,0.02304370684821038,1.005892038345337,1.0058822631835938,0.0008741174356051491
8,-0.02019635221851135,0.018951132266703197,1.0058822631835938,1.0058722496032715,0.0007247480722505879
9,-0.020252390332449854,0.015204755311596393,1.0058722496032715,1.0058631896972656,0.0006141520906869071
10,-0.02031013121209102,0.011997596643716656,1.0058631896972656,1.0058552026748657,0.0005395390700816999
11,-0.02036973778779383,0.009321629825584554,1.0058552026748657,1.00584876537323,0.000491635286074258
12,-0.020431352672027447,0.007068652082343317,1.00584876537323,1.005843162536621,0.0004615675009592019
13,-0.02049503412214304,0.005105583838561841,1.005843162536621,1.005838394165039,0.00044308195582104764
14,-0.020560775003753085,0.003317862038737552,1.005838394165039,1.0058339834213257,0.00043248544727021303
15,-0.02062853282110022,0.001627461278406323,1.0058339834213257,1.0058298110961914,0.00042788852264780895
16,-0.020698228931994356,-7.668935036563816e-06,1.0058298110961914,1.0058258771896362,0.00042841699503951946
17,-0.02076977167786631,-0.001602397765955335,1.0058258771896362,1.005821943283081,0.0004336314661330348
18,-0.020843054537436068,-0.003155592228422844,1.005821943283081,1.0058181285858154,0.000443181086360413
19,-0.02091796687970726,-0.0046595919020170655,1.0058181285858154,1.0058144330978394,0.00045665781110370673
20,-0.020994396869222998,-0.0061064263509828685,1.0058144330978394,1.0058109760284424,0.0004735804339648038
21,-0.02107223253182977,-0.007491022325977419,1.0058109760284424,1.0058075189590454,0.0004934404456550685
22,-0.021151362325617207,-0.008811839907485646,1.0058075189590454,1.0058043003082275,0.0005157539107091825
23,-0.021231678486505867,-0.010070438015678907,1.0058043003082275,1.0058012008666992,0.0005400989343939865
