policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse
residual_u6_lr5e6,0.9950823020798086,-0.0001673300688687842,0.002422796311969814,0.010677834426388538,5.6302661597777884e-08
