policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse
residual_u6_lr5e6_init,0.9950253339984855,0.0008783525420267089,0.0017598706870876526,0.010029634372118018,4.4194098073244206e-08
