update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate
0,-0.44326823381153946,0.0,1.003815452568233,-0.01733819263710275,0.015942785282556514,0.0
5,-0.1781133967109653,0.0,1.0078458087518811,-0.017360310142045664,0.015954981773054603,0.0
