policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct,beats_fine05,gap_vs_fine05_bp
residual_u6_lr5e6,pyfrbus,0.01254108566271218,0.0005755765397159259,0.015953999947513484,0.000723291491766698,0.0004177892853403141,0.0003153007045291203,1.3690211105169686e-06,3.0058357976636247,3.357710781003236e-05,True,5,0.0,0.0,2040Q1,2045Q4,11.295561124964467,14.029473701748982,False,-0.03459383856384973
