policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct,beats_fine05,gap_vs_fine05_bp
residual_u6_lr5e6_init,pyfrbus,0.012596928096558269,0.0005773997763909441,0.015951366568701233,0.000722707701250189,0.0004140906981299035,0.00032641087964733025,1.036384373754574e-06,3.0050953532111593,2.377355851379918e-05,True,5,0.0,0.0,2040Q1,2045Q4,10.900581623750991,14.043664059225266,False,-0.008260050441341593
