policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
sac_svar_direct,US_CCTW10,svar_direct,1.528632674699,0.572243175257,0.226215527375,2.13609704554711e-29,2.13609704956849e-31,1.50992907639959e-31,1.2523359463378e-31,0,-4.9960036108132e-16,0
