policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
sac_svar_direct,US_RA07,svar_direct,1.528632674699,0.572243175257,0.226215527375,10012.7090979864,228.51703969407,39001.001783995,581.236234661796,214.700031796873,24.1967000496675,17.1865787236377,-2.38890669516639,15.617240998802
