algo,seed,step,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate
td3,43,4000,-898.8469195222516,856.4383006690522,0.0
td3,43,8000,-961.4340268340875,893.9788186776253,0.0
td3,43,12000,-781.0691576254729,721.6088183586602,0.0
td3,43,16000,-850.2267553154387,784.1784551686084,0.0
td3,43,20000,-734.6130985962354,682.5071301049901,0.0
td3,43,24000,-756.9986603514462,668.5027305321458,0.0
td3,43,28000,-842.7891397077259,797.705512185129,0.0
