policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
ppo_svar_direct,US_KS15,svar_direct,0.252398156782,0.150362405774,0.281656656641,77.5824202550701,0.662893590904254,0.592778505516256,0.138405613379282,0.00912278698355929,0.00972108587952365,0.178874324984685
