policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
td3_svar_revealed_direct,US_KS15,svar_revealed_direct,-0.002512149777,-0.148786795048,0.947788173146,256.197562964531,2.26577313223137,2.25076615559102,0.0298952666581038,0.000593433112958056,0.000533117546262167,0.0220526981202963
