period,inflation_gap,output_gap,lagged_policy_rate_gap,action,loss
0,-0.019737170630000023,0.03096444537982,1.0000938526302,1.005650281906128,0.0018553537638999226
1,-0.019794103074060265,0.028236752394305634,1.005650281906128,1.005702018737793,0.001095134951924047
2,-0.01986533541346902,0.025889245635560578,1.005702018737793,1.0056982040405273,0.0009858528412639844
3,-0.01990865549696741,0.028642214235785605,1.0056982040405273,1.0057035684585571,0.0011199685547292274
4,-0.019971110225181832,0.031010342984812287,1.0057035684585571,1.0057084560394287,0.0012470379019956818
5,-0.020023842666770486,0.030114001262148117,1.0057084560394287,1.0057069063186646,0.0012008306728253152
6,-0.020076860062766322,0.027204764408426483,1.0057069063186646,1.0057013034820557,0.0010559001900926782
7,-0.020128314652670953,0.023278506179855614,1.0057013034820557,1.0056936740875244,0.0008831667845569842
8,-0.020181315770534836,0.019212941799672846,1.0056936740875244,1.005685806274414,0.0007329464643229274
9,-0.02023557217253491,0.015492338312923484,1.005685806274414,1.005678653717041,0.0006212522340556619
10,-0.02029149173507583,0.012309761193857132,1.005678653717041,1.0056724548339844,0.0005454713736204342
11,-0.020349231162818837,0.009657301355364852,1.0056724548339844,1.0056674480438232,0.0004964174193724105
12,-0.02040892452852594,0.007426885667359042,1.0056674480438232,1.0056631565093994,0.00046523111240837826
13,-0.020470626256962055,0.005485488359342387,1.0056631565093994,1.005659580230713,0.00044563165826208963
14,-0.020534330004082113,0.003718639434878444,1.005659580230713,1.0056562423706055,0.00043388791007309294
15,-0.02059999338865004,0.002048361012047816,1.0056562423706055,1.0056531429290771,0.00042807949503058525
16,-0.020667541452826343,0.00043264708805437795,1.0056531429290771,1.0056500434875488,0.00042731677870453246
17,-0.020736884167600556,-0.0011432831072577768,1.0056500434875488,1.0056471824645996,0.0004311597983935005
18,-0.020807920835109517,-0.0026783320839861725,1.0056471824645996,1.0056443214416504,0.0004392683107902397
19,-0.020880545761695846,-0.004164750770012883,1.0056443214416504,1.0056415796279907,0.0004512497038861575
20,-0.020954649059199193,-0.005594587889974218,1.0056415796279907,1.0056389570236206,0.00046663924900187975
21,-0.021030123579137028,-0.006962687294212382,1.0056389570236206,1.00563645362854,0.000484941820593313
22,-0.021106861907163488,-0.00826753695151471,1.00563645362854,1.005634069442749,0.0005056846410142724
23,-0.02118476013664239,-0.009510628092374874,1.005634069442749,1.005631923675537,0.0005284522580821986
