policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
NK_CFP10_baseline,NK_CFP10,external_baseline,0,0,0,2100.5489718452,20.2663570298527,8907.06033832157,89.7252094700846,13.239614553942,13.4096170430723,3.21933954374546,-0.499428050348851,3.48320702265482
