policy_name,mean_discounted_loss,std_discounted_loss,mean_reward,mean_abs_action,clip_rate,explosion_rate
empirical_taylor_rule,90.06037814957914,33.336124790287634,-129.61533175976868,3.0391687340806266,0.00654296875,0.0
sac_benchmark_transfer,102.72641015932244,31.607796259147786,-148.9478926895915,2.6346305479869003,0.042431640625,0.0
riccati_reference,110.19633726871818,33.69458408332892,-159.85090904608134,2.6523569979377912,0.057666015625,0.0
linear_policy_search_transfer,113.07323211819823,35.35161576271882,-164.77151127916196,2.4373436143125438,0.032470703125,0.0
td3_benchmark_transfer,118.42224810420254,35.96314329442211,-174.36824675572285,2.5806679471348364,0.0830078125,0.0
ppo_benchmark_transfer,174.4770376495744,61.61285312750281,-264.91374071718064,1.1213031948382188,0.000537109375,0.0
