seed,stage,clone_rmse,clone_loss_last,clone_loss_mean,target_checkpoint_path,target_variant,init_checkpoint_path,init_config_path,init_fixed_point_artificial_loss,init_fixed_point_revealed_loss,init_revealed_improvement_vs_baseline_pct,trained_checkpoint_path,trained_config_path,trained_env_discounted_loss,trained_fixed_point_artificial_loss,trained_fixed_point_revealed_loss,trained_revealed_improvement_vs_baseline_pct,trained_surrogate_rmse
43,nonlinear,0.0004811151302419603,3.6957220572730876e-07,8.966004473956124e-05,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_99\ppo_pyfrbus_linear_warmstart_init.pt,True,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\nonlinear_stage\seed_43\ppo_pyfrbus_nonlinear_warmstart_init.pt,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\nonlinear_stage\seed_43\ppo_pyfrbus_nonlinear_warmstart_init_config.json,0.012999304910032445,0.01656517933123023,10.736041744018625,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\nonlinear_stage\seed_43\ppo_pyfrbus_nonlinear_warmstart.pt,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\nonlinear_stage\seed_43\ppo_pyfrbus_nonlinear_warmstart_config.json,0.016058504761654248,0.012773957729508432,0.01605471350463282,13.486763563889937,0.0002715293311204045
