variant,group,artificial_loss,revealed_loss,revealed_improvement_vs_baseline_pct
fine_05,reference,0.0125957570739695,0.0159505405636571,14.048115111538346
ppo_nonlinear_warmstart_best,phase12_nonlinear,0.012773957729508432,0.01605471350463282,13.486763563889937
ppo_linear_best_init,phase12_linear_best_variant,0.012788079769412587,0.016179824578419447,12.812583740989037
ppo_linear_warmstart_best,phase12_linear,0.012763325345155094,0.0163284011630445,12.011956486517764
pyfrbus_baseline,reference,0.0141380587282444,0.018557522716757,0.0
