seed,stage,clone_rmse,clone_loss_last,clone_loss_mean,init_checkpoint_path,init_config_path,init_fixed_point_artificial_loss,init_fixed_point_revealed_loss,init_revealed_improvement_vs_baseline_pct,trained_checkpoint_path,trained_config_path,trained_env_discounted_loss,trained_fixed_point_artificial_loss,trained_fixed_point_revealed_loss,trained_revealed_improvement_vs_baseline_pct,trained_surrogate_rmse
7,linear,0.0005867672734893858,3.749961479115882e-07,0.0002831889622989318,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_7\ppo_pyfrbus_linear_warmstart_init.pt,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_7\ppo_pyfrbus_linear_warmstart_init_config.json,0.012788079769412587,0.016203034839710792,12.687511759962241,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_7\ppo_pyfrbus_linear_warmstart.pt,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_7\ppo_pyfrbus_linear_warmstart_config.json,0.016332663876322626,0.012763325345155094,0.0163284011630445,12.011956486517764,8.709066283088151e-08
99,linear,0.0005822619423270226,3.4289837458345573e-07,0.000283288528613781,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_99\ppo_pyfrbus_linear_warmstart_init.pt,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_99\ppo_pyfrbus_linear_warmstart_init_config.json,0.01278167395732762,0.016179824578419447,12.812583740989037,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_99\ppo_pyfrbus_linear_warmstart.pt,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_99\ppo_pyfrbus_linear_warmstart_config.json,0.017182952468551886,0.013188938585620346,0.017178569512433232,7.4306965717929945,4.910781792231647e-08
43,linear,0.0005890000029467046,3.339955014780571e-07,0.00028203098741307997,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_43\ppo_pyfrbus_linear_warmstart_init.pt,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_43\ppo_pyfrbus_linear_warmstart_init_config.json,0.012778502262771146,0.016184057494356138,12.789774037337864,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_43\ppo_pyfrbus_linear_warmstart.pt,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase12\pyfrbus_warmstart_ppo\linear_stage\seed_43\ppo_pyfrbus_linear_warmstart_config.json,0.01947682423530037,0.014434827878246567,0.019467696173931237,-4.904606455647074,1.4832391988839544e-07
