policy_name,rule_family,source_env,training_env,callable_type,algo,seed,policy_parameterization,checkpoint_path,config_path,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse,mean_discounted_loss,std_discounted_loss,mean_reward,clip_rate,explosion_rate,note
ppo_ann_direct_linear,ann_direct,ann,ann,checkpoint,ppo,43,linear_policy,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase10\ann_direct\checkpoints\ppo_ann_direct.pt,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase10\ann_direct\configs\ppo_ann_direct.json,2.608578855909003,-0.959321270308328,0.5472183921980825,0.1080788892883044,0.0435823832400213,64.38976297789398,19.819769234467767,-91.9999611630663,0.0,0.0,Reused linear-policy PPO direct result from outputs/phase10/ann_direct/.
ppo_ann_direct_nonlinear,ann_direct,ann,ann,checkpoint,ppo,43,nonlinear_policy,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase10\ppo_policy_variants\ann\checkpoints\ppo_ann_direct_nonlinear.pt,C:\Users\Laplace\Documents\Code\MonetaryRL\outputs\phase10\ppo_policy_variants\ann\configs\ppo_ann_direct_nonlinear.json,2.941332242849689,0.5999405734711161,0.5990150366658124,0.04912312282833242,0.26465625051623076,134.86153420545958,27.043005021820864,-197.44508742632826,0.0,0.0,Direct-trained nonlinear-policy PPO in the ANN empirical environment.
