policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse,training_env,loss_function,scenario_id,algo,seed,policy_parameterization
ppo_svar_artificial_lambda_art_output_high_phase15,3.401550507873311,0.20999588332375635,0.016354038472637646,0.2887635305357232,0.028754242205679004,svar,artificial,lambda_art_output_high,ppo,43,linear_policy
td3_svar_artificial_lambda_art_output_high_phase15,2.176804852255104,0.6746769412384691,0.9700816816692331,-0.02845973465202689,1.0422921838343258,svar,artificial,lambda_art_output_high,td3,43,standard_nonlinear
sac_svar_artificial_lambda_art_output_high_phase15,3.0666661699925055,0.9670073219188736,0.43400574883915355,0.13855796357978556,1.024948281963109,svar,artificial,lambda_art_output_high,sac,43,standard_nonlinear
