evaluation_env,loss_function,evaluation_type,scenario_group,scenario_id,beta,policy_name,total_discounted_loss,mean_period_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate_x,improvement_vs_actual_pct,improvement_vs_taylor_pct,var_inflation_gap,std_inflation_gap,var_output_gap,std_output_gap,var_policy_rate,std_policy_rate_y,var_rate_change,std_rate_change,rule_family,source_env,training_env,policy_parameterization,algo,lambda_inflation,lambda_output_gap,lambda_rate_smoothing,mean_discounted_loss,std_discounted_loss,mean_reward,mean_abs_action,clip_rate,explosion_rate,std_policy_rate
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,ppo_ann_direct_nonlinear,123.68638643303024,2.132856873741251,0.7516509207834903,1.3693601928493295,0.11845760365877277,5.288290621398331,0.9017468333674833,5.257685320500964,13.458260540191569,0.646785334900559,0.8042296530845894,1.376698202678864,1.173327832568061,0.8131473514882838,0.9017468333674833,0.11927631658816706,0.3453640348793821,ann_direct,ann,ann,nonlinear_policy,ppo,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,sac_svar_artificial_lambda_art_output_high_phase15,128.01644160958938,2.22990321581001,0.8257057649442516,1.3679496205626729,0.36247830414716353,5.6164480308433635,1.159187529577552,1.9409140738991126,10.428577826166503,0.8229010676120998,0.9071389461444701,1.3717430785239906,1.1712143606206298,1.343715728728108,1.159187529577552,0.3668549018739286,0.6056854809832646,phase15_retrained,svar,svar,standard_nonlinear,sac,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,historical_actual_policy,130.55031096869993,2.3484743804410626,0.7232809750336143,1.6024091350095793,0.22784271284271282,4.778917748917749,2.1880694875453632,0.0,8.6556627283512,0.5653296948300168,0.751884096673162,1.5966876341551668,1.2636010581489583,4.787648082327029,2.1880694875453632,0.23036976152502478,0.47996850055501017,historical_actual,historical,historical,fixed_rule,,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,ppo_svar_direct_nonlinear,132.13233253013948,2.327961322274854,0.7824465490173474,1.5297727611363576,0.1574201199164224,6.14033604287482,1.1827670557554038,-1.2118098759786515,7.548743028146111,0.787355124840607,0.8873303358054468,1.534641244755231,1.238806379042032,1.3989379081803062,1.1827670557554038,0.15904023832468814,0.3987984933831723,svar_direct,svar,svar,nonlinear_policy,ppo,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,sac_svar_direct,133.47520096682223,2.3424448278698327,0.7086363522732483,1.5720292831343003,0.6177919272664424,5.346249309453097,1.575197013463278,-2.2404312762024388,6.609155627077339,0.6318384261032385,0.7948826492654362,1.5737802039406044,1.2545039672877103,2.48124563122363,1.575197013463278,0.6253604136492609,0.7907973277959789,svar_direct,svar,svar,standard_nonlinear,sac,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,ppo_svar_direct,134.4713832328504,2.4009129591050984,1.152672545648579,1.2474791525507936,0.007612608986539907,6.474330815401944,0.399380738649137,-3.003495154515996,5.9121399844724785,1.1261293726197539,1.0611924295902952,1.2536423253537992,1.1196617012981194,0.15950497440393027,0.399380738649137,0.007648297311519123,0.08745454425882696,svar_direct,svar,svar,linear_policy,ppo,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,td3_svar_artificial_lambda_art_output_high_phase15,135.79168369176304,2.3598304786192754,0.9422449543589018,1.3117769409973188,1.058085836670368,4.666545256391748,1.444910121696838,-4.014829749673865,4.988343100926611,0.5595728247285012,0.7480460044198494,1.3147899495711413,1.1466429041210437,2.0877652597819716,1.444910121696838,1.0710236414713115,1.0349027207768426,phase15_retrained,svar,svar,standard_nonlinear,td3,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,sac_svar_revealed_direct,136.28054478530998,2.4481598388885275,1.312616870940791,1.1337116736090704,0.018312942851008193,6.696313811587049,0.5263919537237178,-4.389291587351258,4.6462934169649595,1.2442506963080233,1.1154598586717603,1.1369659966359513,1.066286076358475,0.2770884889450727,0.5263919537237178,0.018535835850101188,0.13614637655883902,svar_revealed_direct,svar,svar,standard_nonlinear,sac,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,ppo_svar_artificial_lambda_art_output_high_phase15,140.3478886574697,2.532166460850111,1.3320587259692622,1.1998716327266503,0.002361021005692399,6.719255936610234,0.3028258042453541,-7.5048290701649725,1.8004263508389617,1.2511785566480245,1.1185609311289324,1.2058516343435939,1.0981127603045118,0.09170346771684552,0.3028258042453541,0.002360332961281819,0.04858325803486031,phase15_retrained,svar,svar,linear_policy,ppo,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,sac_ann_revealed_direct,141.94953712638468,2.5979690387061782,1.3901059361150154,1.2061524484942092,0.017106541752489237,6.4702024088277446,0.9405721080980771,-8.731672926016829,0.6797739613531412,1.403382157962874,1.1846443170685765,1.2195155112073053,1.1043167621689465,0.8846758905320609,0.9405721080980771,0.017205413778751195,0.13116940870016605,ann_revealed_direct,ann,ann,standard_nonlinear,sac,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,empirical_taylor_rule,142.92107739580675,2.58880486726154,0.6930877653362792,1.8834264042714681,0.12290696104128446,4.737120239482318,1.9952410332779866,-9.47586132527311,0.0,0.47532166825392796,0.6894357607884348,1.8962504836671517,1.3770441110099385,3.980986780876208,1.9952410332779866,0.12392393332821848,0.3520283132479808,empirical_rule,svar,svar,fixed_rule,,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,td3_svar_direct,147.3043415000732,2.6564549989131288,0.8672297971733107,1.6904992536660903,0.9872594865011038,5.214518512998309,2.098718167754639,-12.833389983567434,-3.0669123016246322,0.8137611467852931,0.9020871059854991,1.6886290204199104,1.2994725931776747,4.404617947663389,2.098718167754639,0.9999176284579273,0.9999588133807948,svar_direct,svar,svar,standard_nonlinear,td3,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,sac_benchmark_transfer,163.98177126068614,2.924644963773839,1.0017229264986347,1.8648186816724608,0.5810335639327946,4.27898314112082,2.34381139790418,-25.608104679276916,-14.735890778764386,0.33768313344024375,0.5811050967254062,1.8684357368347297,1.3669073621993297,5.493451868945547,2.34381139790418,0.5874851667237165,0.7664758096141825,benchmark_transfer,benchmark,benchmark,linear_surrogate,sac,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,linear_policy_search_transfer,167.15863784116905,2.9900885439955176,1.178661134901099,1.7638363386854095,0.4759107013033346,4.026093408134325,2.083023950578693,-28.04154704866704,-16.958702583971302,0.31716079868285607,0.5631703105481113,1.767597166578755,1.3295101227816037,4.338988778684466,2.083023950578693,0.48073590062508514,0.693351210156213,benchmark_transfer,benchmark,benchmark,fixed_rule,,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,riccati_reference,171.70282103134974,3.05973629546682,1.0921756020549083,1.9019204606693974,0.6564023322320374,4.159178769733473,2.461921539161971,-31.522337830751184,-20.1382078556787,0.32675487565173933,0.5716247682280216,1.9063587076494926,1.3807094942997578,6.061057664989647,2.461921539161971,0.6638908676846045,0.8147949850634848,theory_reference,benchmark,benchmark,fixed_rule,,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,td3_ann_revealed_direct,178.62490924847202,3.179505293128312,1.6884921768878227,1.4842789872074371,0.06734129121928299,3.9382245695436158,1.6630326720396815,-36.824575845934376,-24.981502031213214,0.3580716409570713,0.5983908763985889,1.5006532352910729,1.2250115245543909,2.7656776682714432,1.6630326720396815,0.06799486057279337,0.26075824162007494,ann_revealed_direct,ann,ann,standard_nonlinear,td3,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,td3_benchmark_transfer,179.69796643576998,3.1947284651771226,1.2412482974255121,1.882127903035467,0.7135226692075002,3.980975364865588,2.4425625318144464,-37.646525008165966,-25.73230604616353,0.3251760098394626,0.5702420624957989,1.887716547083939,1.3739419736961016,5.966111721823798,2.4425625318144464,0.7216296215613074,0.8494878583954614,benchmark_transfer,benchmark,benchmark,linear_surrogate,td3,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,ppo_ann_direct,179.7423767019847,3.039668328426283,1.879643804456811,1.1390389921710806,0.20985532864083062,3.734539566101966,0.9683846229862563,-37.68054274882487,-25.763379325923193,0.5556538565089874,0.7454219318674407,1.1509931935272573,1.0728435084052368,0.9377687780362337,0.9683846229862563,0.2120140964538473,0.46044988484507987,ann_direct,ann,ann,linear_policy,ppo,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,ppo_benchmark_transfer,204.87575200045188,3.6611973392781274,2.373791981784507,1.266360565150834,0.21044793486194224,2.8915448454243142,0.7725661031997835,-56.93241209480675,-43.34887179241406,0.2764095505446267,0.5257466600413422,1.2728721903793696,1.1282163756919015,0.5968583838132985,0.7725661031997835,0.21041556108016038,0.45871075971701425,benchmark_transfer,benchmark,benchmark,linear_surrogate,ppo,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,td3_svar_revealed_direct,225.8338020143836,4.181427751592107,2.9834691390136863,1.1898046992462705,0.08153913539822803,2.3334619054546604,0.9983354523890099,-72.9860314683803,-58.01294401731782,0.15916925895227124,0.39896022226817457,1.1986632025357593,1.0948347832142342,0.9966736754967691,0.9983354523890099,0.07816030865373355,0.2795716520925066,svar_revealed_direct,svar,svar,standard_nonlinear,td3,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,ppo_ann_revealed_direct,230.75365831699048,4.408889691262588,3.114776603871716,1.2850831184607086,0.0902996813043062,8.441250184913734,1.068347405204781,-76.75458342823464,-61.45530282978451,1.918906449577955,1.3852459888330142,1.2856960564278312,1.1338853806394327,1.1413661782077886,1.068347405204781,0.09125382805794124,0.3020824855200004,ann_revealed_direct,ann,ann,linear_policy,ppo,1.0,1.0,0.1,,,,,,,
svar,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,td3_ann_direct,297.07060816558504,5.434547664757869,4.332770744781563,1.0601930989405415,0.41583822121205,1.6588137923897086,0.7709662879602028,-127.55258563635988,-107.85640129403404,0.22417922729215825,0.47347568817433305,1.0687477265593939,1.033802556854738,0.5943890171711345,0.7709662879602028,0.41637297824667324,0.6452696941951274,ann_direct,ann,ann,standard_nonlinear,td3,1.0,1.0,0.1,,,,,,,
