policy_name,training_env,loss_function,scenario_id,algo,seed,update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate,step
td3_svar_artificial_lambda_art_output_high_phase15,svar,artificial,lambda_art_output_high,td3,43,,,,,-215.64528192475336,145.16170381390964,0.0,14000.0
td3_svar_artificial_lambda_art_output_high_phase15,svar,artificial,lambda_art_output_high,td3,43,,,,,-207.40759743658032,148.77073670976372,0.0,16000.0
sac_svar_artificial_lambda_art_output_high_phase15,svar,artificial,lambda_art_output_high,sac,43,,,,,-357.707097049325,232.7686599272126,0.0,2000.0
sac_svar_artificial_lambda_art_output_high_phase15,svar,artificial,lambda_art_output_high,sac,43,,,,,-219.06785878355112,153.15797792057373,0.0,4000.0
sac_svar_artificial_lambda_art_output_high_phase15,svar,artificial,lambda_art_output_high,sac,43,,,,,-139.68035743326126,96.35005601065342,0.0,6000.0
sac_svar_artificial_lambda_art_output_high_phase15,svar,artificial,lambda_art_output_high,sac,43,,,,,-171.93157573100717,119.21780278372631,0.0,8000.0
sac_svar_artificial_lambda_art_output_high_phase15,svar,artificial,lambda_art_output_high,sac,43,,,,,-156.78723133605803,110.1794596105222,0.0,10000.0
sac_svar_artificial_lambda_art_output_high_phase15,svar,artificial,lambda_art_output_high,sac,43,,,,,-165.3705619518288,114.39595100749247,0.0,12000.0
sac_svar_artificial_lambda_art_output_high_phase15,svar,artificial,lambda_art_output_high,sac,43,,,,,-184.098747157595,124.19260758507124,0.0,14000.0
sac_svar_artificial_lambda_art_output_high_phase15,svar,artificial,lambda_art_output_high,sac,43,,,,,-175.91850210719105,124.25935862413615,0.0,16000.0
