policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
sac_svar_direct,US_CPS10,svar_direct,1.528632674699,0.572243175257,0.226215527375,3878.29344999117,65.8947215824659,32308.8932155736,353.663363604629,6.33879270011682,116.677785233299,12.1703626569955,32.5087477692523,40.3288590281827
