loss_function,evaluation_env,policy_name,action_date,state_date,inflation,inflation_gap,output_gap,lagged_policy_rate,lagged_policy_rate_gap,policy_rate,policy_rate_gap,rate_change,loss,discounted_loss
artificial,ann,historical_actual_policy,2000-01-01,2000-01-01,3.8768811601631734,1.8768811225891113,1.4750065803527832,5.306666666666667,3.306666612625122,5.676666666666667,3.6766666666666667,0.3700000000000001,4.624194958372443,2.8833029874730736
artificial,ann,historical_actual_policy,2000-04-01,2000-04-01,3.8192444245008077,1.819244384765625,0.7808423638343811,5.676666666666667,3.676666736602783,6.273333333333333,4.273333333333333,0.5966666666666667,3.650108632845891,2.253176072424102
artificial,ann,historical_actual_policy,2000-07-01,2000-07-01,3.7953116166058964,1.7953115701675415,1.7885583639144897,6.273333333333333,4.273333549499512,6.52,4.52,0.24666666666666615,4.828698578321933,2.9509009457203694
artificial,ann,historical_actual_policy,2000-10-01,2000-10-01,3.606281124693309,1.6062811613082886,1.2973060607910156,6.52,4.519999980926514,6.473333333333334,4.473333333333334,-0.04666666666666597,3.421858454456214,2.0702451258318826
artificial,ann,historical_actual_policy,2001-01-01,2001-01-01,3.516263307253508,1.5162633657455444,0.926543653011322,6.473333333333334,4.473333358764648,5.593333333333334,3.5933333333333337,-0.8799999999999999,2.8057361692457006,1.6805125311290696
artificial,ann,historical_actual_policy,2001-04-01,2001-04-01,3.5848831371542804,1.5848830938339233,-0.12218750268220901,5.593333333333334,3.5933332443237305,4.326666666666667,2.326666666666667,-1.2666666666666666,2.679763735921792,1.5890099796851511
artificial,ann,historical_actual_policy,2001-07-01,2001-07-01,3.3973418149330765,1.3973418474197388,-0.3640935719013214,4.326666666666667,2.3266665935516357,3.4966666666666666,1.4966666666666666,-0.8300000000000005,2.087736290963245,1.225577993781163
artificial,ann,historical_actual_policy,2001-10-01,2001-10-01,3.5107016316424833,1.5107016563415527,-1.2880299091339111,3.4966666666666666,1.496666669845581,2.1333333333333333,0.1333333333333333,-1.3633333333333333,3.2975977965294283,1.9164530866127873
artificial,ann,historical_actual_policy,2002-01-01,2002-01-01,2.938638602486931,0.9386386275291443,-1.3657810688018799,2.1333333333333333,0.13333334028720856,1.7333333333333334,-0.2666666666666666,-0.3999999999999999,1.8297214375949085,1.0527389202548447
artificial,ann,historical_actual_policy,2002-04-01,2002-04-01,2.2560059135210655,0.2560059130191803,-1.0075724124908447,1.7333333333333334,-0.2666666805744171,1.75,-0.25,0.016666666666666607,0.5731678885312316,0.32647711852868383
artificial,ann,historical_actual_policy,2002-07-01,2002-07-01,1.6756149262913185,-0.3243850767612457,-0.5549861788749695,1.75,-0.25,1.74,-0.26,-0.010000000000000009,0.2592405073965191,0.14618706769640769
artificial,ann,historical_actual_policy,2002-10-01,2002-10-01,1.3665847814537306,-0.6334152221679688,-0.46741625666618347,1.74,-0.25999999046325684,1.4433333333333334,-0.5566666666666666,-0.29666666666666663,0.5192549338489688,0.2898824468417902
artificial,ann,historical_actual_policy,2003-01-01,2003-01-01,1.3980482764929756,-0.6019517183303833,-0.24557016789913177,1.4433333333333334,-0.5566666722297668,1.25,-0.75,-0.19333333333333336,0.39623600244457624,0.2189930916079917
artificial,ann,historical_actual_policy,2003-04-01,2003-04-01,1.3639418415111977,-0.6360581517219543,0.06834425032138824,1.25,-0.75,1.2466666666666668,-0.7533333333333332,-0.0033333333333331883,0.4069065517590561,0.22264162262728762
artificial,ann,historical_actual_policy,2003-07-01,2003-07-01,1.2742830470710105,-0.7257169485092163,0.7534565329551697,1.2466666666666668,-0.753333330154419,1.0166666666666666,-0.9833333333333334,-0.2300000000000002,0.8158034630261709,0.4419085608433536
artificial,ann,historical_actual_policy,2003-10-01,2003-10-01,1.3358412092894294,-0.6641587615013123,2.110076427459717,1.0166666666666666,-0.9833333492279053,0.9966666666666668,-1.0033333333333332,-0.019999999999999796,2.6673581252759595,1.430419407833703
artificial,ann,historical_actual_policy,2004-01-01,2004-01-01,1.286455424161137,-0.7135445475578308,2.548614263534546,0.9966666666666668,-1.003333330154419,1.0033333333333332,-0.9966666666666668,0.0066666666666663765,3.7568675979355834,1.9945418318924628
artificial,ann,historical_actual_policy,2004-04-01,2004-04-01,1.3210636334413515,-0.6789363622665405,2.661440849304199,1.0033333333333332,-0.996666669845581,1.01,-0.99,0.006666666666666821,4.002592725628935,2.1037486775859335
artificial,ann,historical_actual_policy,2004-07-01,2004-07-01,1.7314026856491322,-0.2685973048210144,2.9270732402801514,1.01,-0.9900000095367432,1.4333333333333331,-0.5666666666666669,0.4233333333333331,4.373944501057741,2.2759405677238185
artificial,ann,historical_actual_policy,2004-10-01,2004-10-01,1.9067529952064572,-0.09324700385332108,3.2418053150177,1.4333333333333331,-0.5666666626930237,1.95,-0.050000000000000044,0.5166666666666668,5.290040297999961,2.725096110167457
artificial,ann,historical_actual_policy,2005-01-01,2005-01-01,2.1508779477832225,0.1508779525756836,3.6458261013031006,1.95,-0.05000000074505806,2.47,0.4700000000000002,0.5200000000000002,6.695828137122399,3.4147769092692033
artificial,ann,historical_actual_policy,2005-04-01,2005-04-01,2.2528099565535045,0.25280994176864624,4.018197536468506,2.47,0.4699999988079071,2.9433333333333334,0.9433333333333334,0.47333333333333316,8.159273032255147,4.119501816746508
artificial,ann,historical_actual_policy,2005-07-01,2005-07-01,2.057149823184952,0.057149823755025864,3.846586227416992,2.9433333333333334,0.9433333277702332,3.4599999999999995,1.4599999999999995,0.5166666666666662,7.428073349851573,3.712826121063203
artificial,ann,historical_actual_policy,2005-10-01,2005-10-01,2.3577116223379284,0.3577116131782532,4.034744739532471,3.4599999999999995,1.4600000381469727,3.98,1.98,0.5200000000000005,8.294580150827775,4.104478923782098
artificial,ann,historical_actual_policy,2006-01-01,2006-01-01,2.3158565592091818,0.31585654616355896,3.9453253746032715,3.98,1.9800000190734863,4.456666666666667,2.456666666666667,0.476666666666667,7.905282622791367,3.8727210622546595
artificial,ann,historical_actual_policy,2006-04-01,2006-04-01,2.1240900744725746,0.12409007549285889,4.754205226898193,4.456666666666667,2.4566667079925537,4.906666666666667,2.906666666666667,0.4500000000000002,11.336882012849545,5.49828994204841
artificial,ann,historical_actual_policy,2006-07-01,2006-07-01,2.5993684478468113,0.5993684530258179,4.499447822570801,4.906666666666667,2.9066667556762695,5.246666666666667,3.246666666666667,0.33999999999999986,10.49331789044847,5.0382769361868815
