source_phase,loss_function,evaluation_type,policy_name,total_discounted_loss,mean_period_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,improvement_vs_actual_pct,improvement_vs_taylor_pct,evaluation_env,mean_discounted_loss,std_discounted_loss,mean_reward,mean_abs_action,clip_rate,explosion_rate,std_policy_rate_x,var_inflation_gap,std_inflation_gap,var_output_gap,std_output_gap,var_policy_rate,std_policy_rate_y,var_rate_change,std_rate_change,rule_family,source_env,training_env,policy_parameterization,algo
phase10,artificial,historical_counterfactual,ppo_ann_direct_nonlinear,164.8150459836296,3.0095682486821063,2.474980434795806,1.0512075072661118,0.0898406026786906,6.171959284104799,0.8986981455957588,2.03578934197045,-26.38519725926221,ann,,,,,,,,,,,,,,,,,,,,
phase10,artificial,historical_counterfactual,historical_actual_policy,168.24005917728556,3.340584794534536,1.5589825245690836,3.5172053017490263,0.2299961988304093,4.754122807017544,2.1916919132248323,0.0,-29.01160169650503,ann,,,,,,,,,,,,,,,,,,,,
phase10,artificial,historical_counterfactual,ppo_svar_direct_nonlinear,171.84129931277536,3.1624227783210777,2.268581395930764,1.7437545796599816,0.2196409298216687,7.467121707765679,0.98989109192224,-2.1405366552415086,-31.773142320332894,ann,,,,,,,,,,,,,,,,,,,,
phase10,artificial,historical_counterfactual,sac_svar_revealed_direct,172.5985579204927,3.143500672982876,2.5364862793212795,1.2109045950844262,0.0156209613917453,6.301206168375518,0.8885954119544507,-2.5906426593765723,-32.353831285599675,ann,,,,,,,,,,,,,,,,,,,,
phase10,artificial,historical_counterfactual,ppo_svar_direct,172.81433160105638,3.167236045866434,2.587180591077347,1.158510067264166,0.0080042123232948,7.000659861062703,0.2341080351849647,-2.718896109606459,-32.51929311597229,ann,,,,,,,,,,,,,,,,,,,,
phase10,artificial,historical_counterfactual,sac_ann_revealed_direct,178.44052006678083,3.290418867148207,2.827902887238118,0.9234494813709496,0.0079123918479879,5.027876110453355,0.3502639480867475,-6.063039290033999,-36.8336257960663,ann,,,,,,,,,,,,,,,,,,,,
phase10,artificial,historical_counterfactual,ppo_svar_revealed_direct,224.23224113360695,4.287387725298207,1.7981489051232131,4.967328610752657,0.0557451520470765,9.114243645417062,0.129813379434461,-33.28112355055629,-71.94811225167044,ann,,,,,,,,,,,,,,,,,,,,
phase10,artificial,historical_counterfactual,ppo_benchmark_transfer,225.2772569630028,4.382164970962988,0.3355048864202508,8.06437349998325,0.1447333342411187,3.6491642352521416,0.525938832069129,-33.90226921259782,-72.74946221913858,ann,,,,,,,,,,,,,,,,,,,,
phase10,artificial,historical_counterfactual,ppo_svar_revealed_direct_nonlinear,254.8546983618023,4.963957836716227,1.6086098488347398,6.688004982534886,0.1134549725271363,9.599174612446836,0.0040446548589422,-51.48276790205193,-95.4303451646364,ann,,,,,,,,,,,,,,,,,,,,
phase10,artificial,historical_counterfactual,ppo_ann_revealed_direct,260.2478538332358,5.083049962915588,1.606594130175141,6.939823822501251,0.0654392194842384,9.65002645944294,0.1266606685812356,-54.688398890180856,-99.56598104690104,ann,,,,,,,,,,,,,,,,,,,,
phase10,artificial,historical_counterfactual,ppo_ann_revealed_direct_nonlinear,268.8946516970633,5.266449882062565,1.5279232444051742,7.451485960430345,0.1278365812017485,9.78031587600708,0.0,-59.82795834237755,-106.1966090163241,ann,,,,,,,,,,,,,,,,,,,,
phase10,artificial,historical_counterfactual,td3_svar_revealed_direct,364.3437576604837,7.301663524776044,0.3991594151339534,13.793808154400148,0.0560003224530764,2.836605608463288,0.5465224319524066,-116.561833990174,-179.38989069404974,ann,,,,,,,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,ppo_ann_direct,,,,,,,,,,ann,78.47645852520901,18.176303131463374,-131.71115452975974,3.131902758704705,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,td3_ann_direct,,,,,,,,,,ann,81.23361261896399,12.451574548674676,-137.0966744079824,2.6952176431193946,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,sac_ann_direct,,,,,,,,,,ann,91.78542257275892,13.348241126881936,-156.2068813212224,2.7331774089174967,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,td3_svar_direct,,,,,,,,,,ann,137.65861481668765,26.82013420815255,-236.58122103425777,3.830551912469996,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,td3_ann_revealed_direct,,,,,,,,,,ann,142.3580152453382,22.880558325159196,-248.28623569601905,3.2634775707187758,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,td3_benchmark_transfer,,,,,,,,,,ann,148.60791018766488,16.148676337954257,-254.5587401047004,2.857677927029912,0.0426215277777777,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,riccati_reference,,,,,,,,,,ann,152.72995216876862,19.153804958937844,-261.885370903716,2.9889650280284714,0.0331597222222222,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,empirical_taylor_rule,,,,,,,,,,ann,159.65585943108343,31.650553125438776,-281.5728095311617,3.801393003995623,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,sac_benchmark_transfer,,,,,,,,,,ann,159.8173503111956,19.819269248827823,-276.1508037248256,3.1252247434401346,0.0282986111111111,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,ppo_ann_direct_nonlinear,,,,,,,,,,ann,173.80490941899288,33.69030025744517,-308.4054127120584,4.100154339004722,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,linear_policy_search_transfer,,,,,,,,,,ann,179.94373171882515,21.00061477065002,-313.7386491086789,2.79321259253904,0.0134548611111111,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,sac_svar_direct,,,,,,,,,,ann,184.18325609097343,24.09857962757249,-320.4102046524653,4.646801395269318,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,sac_ann_revealed_direct,,,,,,,,,,ann,193.07133625289137,25.265067200136254,-336.44542315952816,3.264390173264676,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,ppo_svar_direct_nonlinear,,,,,,,,,,ann,194.14425138815452,17.326816541641225,-339.39638747708483,5.429165743415554,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,ppo_svar_direct,,,,,,,,,,ann,202.59128013826597,18.901304457570195,-354.2343358835072,4.98253328077909,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,sac_svar_revealed_direct,,,,,,,,,,ann,222.1256426855197,34.43555895986312,-392.9972687171257,3.0996400250328917,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,ppo_svar_revealed_direct,,,,,,,,,,ann,267.5921441918366,28.69298897146476,-473.2520371379295,7.102605058997869,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,ppo_ann_revealed_direct,,,,,,,,,,ann,311.4046529470523,48.46174228159158,-559.2680390579195,7.641037386883464,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,ppo_svar_revealed_direct_nonlinear,,,,,,,,,,ann,317.32138977162106,46.91506364386213,-566.1577502514242,7.600287958689861,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,ppo_ann_revealed_direct_nonlinear,,,,,,,,,,ann,323.1007403986045,43.19433113345836,-577.6441663608742,7.780315871081418,0.0,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,ppo_benchmark_transfer,,,,,,,,,,ann,327.1501115920626,34.66168801330503,-588.7864268247305,1.757369774448882,0.00078125,0.0,,,,,,,,,,,,,,
phase10,artificial,stochastic_long_run,td3_svar_revealed_direct,,,,,,,,,,ann,693.4386792656933,219.1633405076608,-1361.51431926213,0.7175170506350697,0.0,0.0,,,,,,,,,,,,,,
phase10,revealed,historical_counterfactual,td3_ann_revealed_direct,186.2307215093846,3.3391428590739936,1.4676845188984098,1.1181507637453016,0.044089955765027,5.082803738744635,0.9120822472149654,61.50441129904935,34.736528737989524,ann,,,,,,,,,,,,,,,,,,,,
phase10,revealed,historical_counterfactual,sac_ann_revealed_direct,207.6990493249021,3.801044806625556,2.827902887238118,0.9234494813709496,0.0079123918479879,5.027876110453355,0.3502639480867475,57.06671213220329,27.21307834228862,ann,,,,,,,,,,,,,,,,,,,,
phase10,revealed,historical_counterfactual,empirical_taylor_rule,285.3521547478406,5.250908398916809,1.553884130497865,1.540767854240941,0.1164275419678227,5.210691141447773,2.063861810161664,41.01510698625876,0.0,ann,,,,,,,,,,,,,,,,,,,,
phase10,revealed,historical_counterfactual,historical_actual_policy,483.7715899244988,9.279744615061048,1.5589825245690836,3.5172053017490263,0.2299961988304093,4.754122807017544,2.1916919132248323,0.0,-69.53493494801084,ann,,,,,,,,,,,,,,,,,,,,
phase10,revealed,historical_counterfactual,ppo_ann_revealed_direct,484.7600697994248,9.039907728700788,1.606594130175141,6.939823822501251,0.0654392194842384,9.65002645944294,0.1266606685812356,-0.2043278058309113,-69.88134196070696,ann,,,,,,,,,,,,,,,,,,,,
phase10,revealed,historical_counterfactual,ppo_ann_revealed_direct_nonlinear,598.7210103826744,10.665660392723323,1.5279232444051742,7.451485960430345,0.1278365812017485,9.78031587600708,0.0,-23.761093634315237,-109.81828958388311,ann,,,,,,,,,,,,,,,,,,,,
phase10,revealed,stochastic_long_run,sac_ann_revealed_direct,,,,,,,,,,ann,255.24118505647047,56.87122752427032,-429.6740044463947,3.2621938021853567,0.0,0.0,,,,,,,,,,,,,,
phase10,revealed,stochastic_long_run,empirical_taylor_rule,,,,,,,,,,ann,284.6282712874521,41.05717699738102,-486.06437085815287,3.827670660659515,8.680555555555556e-05,0.0,,,,,,,,,,,,,,
phase10,revealed,stochastic_long_run,td3_ann_revealed_direct,,,,,,,,,,ann,315.6347977855864,58.15011007881885,-535.9802449958237,3.2143018991789885,0.0,0.0,,,,,,,,,,,,,,
phase10,revealed,stochastic_long_run,ppo_ann_revealed_direct,,,,,,,,,,ann,664.2385999141038,190.59865992698292,-1047.5610546388953,7.641037386883464,0.0,0.0,,,,,,,,,,,,,,
phase10,revealed,stochastic_long_run,historical_actual_policy,,,,,,,,,,ann,786.4085677929496,225.2519601692657,-1190.303352330816,3.059722222222231,0.0,0.0,,,,,,,,,,,,,,
phase10,revealed,stochastic_long_run,ppo_ann_revealed_direct_nonlinear,,,,,,,,,,ann,1057.5216401191024,457.43562489942633,-1452.8190128683118,7.780315871081418,0.0,0.0,,,,,,,,,,,,,,
phase14_final,artificial,historical_counterfactual,ann_affine_search_artificial,65.4536019662693,1.1360614114550336,0.3355012429168706,1.2674068102093226,1.668567630228828,4.300257008344135,,61.095114750704795,49.80818440169693,ann,,,,,,,1.9358967919501773,0.3397708590076822,0.5828986695881903,1.172734986050155,1.0829288924256084,3.747696389082988,1.9358967919501773,1.690681712308526,1.3002621706058075,ann_native_numerical_search,ann,ann,affine_linear_search,numerical_search
phase14_final,artificial,historical_counterfactual,ppo_ann_direct,69.22967798608991,1.2333596720114541,0.5713736931498338,1.276379028796306,0.23796463959779632,4.853753624778045,,58.85065761113525,46.9125742965467,ann,,,,,,,0.9863623657607886,0.5702246172800142,0.7551321853026887,1.2909097906270937,1.1361821115591872,0.9729107165892197,0.9863623657607886,0.24087413621852993,0.4907892992094774,ann_direct,ann,ann,linear_policy,ppo
phase14_final,artificial,historical_counterfactual,td3_ann_direct,71.23898004201602,1.2529472927131124,0.30541670486479616,1.5083040857288672,1.933785441897043,3.911720711933939,,57.656351055519515,45.37178027998048,ann,,,,,,,2.2781504311971217,0.2658464428484564,0.5156029895650881,1.4093624966606841,1.1871657410238403,5.189969387163632,2.2781504311971217,1.9593688929299622,1.3997745864709654,ann_direct,ann,ann,standard_nonlinear,td3
phase14_final,artificial,historical_counterfactual,sac_ann_direct,86.00998126481335,1.5435702264424698,0.38708009680518857,1.813281509865577,2.4984937400045895,3.724756647097437,,48.87663396850152,34.04492664159683,ann,,,,,,,2.468618727339628,0.31730341679004215,0.5632969170784109,1.8061778660407288,1.3439411691144552,6.094078420971923,2.468618727339628,2.5313163344905747,1.5910111044523148,ann_direct,ann,ann,standard_nonlinear,sac
phase14_final,artificial,historical_counterfactual,td3_svar_direct,111.44381979259725,2.0922896756916063,1.1917959670527258,1.3774883986155653,2.1174950905701997,5.336697810574582,,33.759046247623104,14.541484585017415,ann,,,,,,,2.167205559866624,0.8526129796309178,0.9233704455043587,1.3954887501280073,1.1813080674100247,4.696779938716808,2.167205559866624,2.1457282006989393,1.4648304341113818,svar_direct,svar,svar,standard_nonlinear,td3
phase14_final,artificial,historical_counterfactual,td3_ann_revealed_direct,114.15438596210474,2.031168896400468,1.4676845188984098,1.1181507637453016,0.04408995576502702,5.082803738744635,,32.14791618575645,12.462939886789357,ann,,,,,,,0.9120822472149654,0.6674634085280337,0.81698433799433,1.087907850819141,1.0430282118999183,0.8318940256847013,0.9120822472149654,0.04404245602258053,0.2098629458064966,ann_revealed_direct,ann,ann,standard_nonlinear,td3
phase14_final,artificial,historical_counterfactual,empirical_taylor_rule,130.4069222960769,2.3359108106278073,1.553884130497865,1.5407678542409413,0.11642754196782276,5.210691141447773,,22.48759128249081,0.0,ann,,,,,,,2.063861810161664,0.4899138595722829,0.6999384684186767,1.5581389428521306,1.2482543582347834,4.259525571443781,2.063861810161664,0.11752590204236353,0.3428205099499788,empirical_rule,svar,svar,fixed_rule,
phase14_final,artificial,historical_counterfactual,td3_benchmark_transfer,155.22576443177581,2.8442514859063004,2.0907751504717424,1.3472046701973912,0.7987400143277177,4.941937659217376,,7.73555050393541,-19.03184409133589,ann,,,,,,,2.5568708898318815,0.49596880763324613,0.7042505290258901,1.2054680054168365,1.0979380699369325,6.5375887472696785,2.5568708898318815,0.8093693362377246,0.899649563017581,benchmark_transfer,benchmark,benchmark,linear_surrogate,td3
phase14_final,artificial,historical_counterfactual,riccati_reference,157.01113712490027,2.8811006330799445,2.1059970238567773,1.3995789337962368,0.7531414119235021,5.148836401888681,,6.674345044394353,-20.400922251980564,ann,,,,,,,2.702746748910556,0.4700775291004669,0.6856220016163913,1.3491276303483313,1.1615195350696135,7.304839988746582,2.702746748910556,0.7631824216935862,0.8736031259637217,theory_reference,benchmark,benchmark,fixed_rule,
phase14_final,artificial,historical_counterfactual,sac_svar_direct,157.37099499908655,2.946337743589047,1.7904177861243227,2.0948180969412817,1.0851090892831678,6.456291391661293,,6.460449569115741,-20.676872230593855,ann,,,,,,,2.056473786365528,0.4232226578206403,0.6505556531309525,1.8911297237331561,1.3751835236553542,4.22908443400857,2.056473786365528,1.0994463616665662,1.048544878232003,svar_direct,svar,svar,standard_nonlinear,sac
phase14_final,artificial,historical_counterfactual,linear_policy_search_transfer,159.90029717201102,2.9363050719868506,2.2067340994125573,1.3393846090088586,0.598786665629233,5.026253838930266,,4.957060789241868,-22.61641817523468,ann,,,,,,,2.4713294782319473,0.47728224968856636,0.6908561714919874,1.2392842614933979,1.1132314501007408,6.107469389978189,2.4713294782319473,0.6066751238327232,0.7788935253503673,benchmark_transfer,benchmark,benchmark,fixed_rule,
phase14_final,artificial,historical_counterfactual,ann_affine_search_revealed,159.96751538593688,2.942258007097904,2.4586167735833167,0.9629039373395991,0.021892645330110493,4.351620559122506,,4.917107038479677,-22.667963149030815,ann,,,,,,,0.4318703078481291,0.08210099729554707,0.2865327159253321,0.6214249931178726,0.788305139598793,0.18651196280083776,0.4318703078481291,0.021509130506418367,0.14665991444978538,ann_native_numerical_search,ann,ann_revealed,affine_linear_search,numerical_search
phase14_final,artificial,historical_counterfactual,sac_benchmark_transfer,161.91055542351532,2.974545738442576,2.1636380888029834,1.4702244110026184,0.7579544275292518,5.342778131374356,,3.7621858817229894,-24.15794543169442,ann,,,,,,,2.7114481878320134,0.4620647593050922,0.6797534547945249,1.4444986549013654,1.2018729778563813,7.351951275297508,2.7114481878320134,0.7680603555528069,0.8763905268502205,benchmark_transfer,benchmark,benchmark,linear_surrogate,sac
phase14_final,artificial,historical_counterfactual,ppo_ann_direct_nonlinear,164.8150459836296,3.0095682486821063,2.474980434795806,1.0512075072661118,0.08984060267869061,6.1719592841047985,,2.03578934197045,-26.38519725926221,ann,,,,,,,0.8986981455957588,0.16113566392716558,0.40141706980043285,1.0448857560417455,1.0221965349392188,0.8076583568972557,0.8986981455957588,0.0910377756305501,0.3017246685813908,ann_direct,ann,ann,nonlinear_policy,ppo
phase14_final,artificial,historical_counterfactual,historical_actual_policy,168.24005917728556,3.3405847945345357,1.5589825245690836,3.5172053017490263,0.22999619883040937,4.754122807017544,,0.0,-29.01160169650503,ann,,,,,,,2.1916919132248323,0.7634360254909781,0.873748262081807,2.920865790391008,1.7090540630392614,4.8035134424951265,2.1916919132248323,0.2327156725146199,0.4824061281893296,historical_actual,historical,historical,fixed_rule,
phase14_final,artificial,historical_counterfactual,ppo_svar_direct_nonlinear,171.84129931277536,3.1624227783210777,2.268581395930764,1.7437545796599816,0.2196409298216687,7.4671217077656795,,-2.1405366552415086,-31.773142320332898,ann,,,,,,,0.98989109192224,0.13334732559401458,0.3651675308594873,1.4775735767797598,1.215554843180578,0.9798843738670047,0.98989109192224,0.22248536101881863,0.4716835390585712,svar_direct,svar,svar,nonlinear_policy,ppo
phase14_final,artificial,historical_counterfactual,sac_svar_revealed_direct,172.5985579204927,3.1435006729828756,2.5364862793212795,1.2109045950844262,0.01562096139174536,6.301206168375518,,-2.5906426593765723,-32.353831285599675,ann,,,,,,,0.8885954119544507,0.13800476523885122,0.3714899261606581,1.2270344318375064,1.107715862411253,0.7896018061464999,0.8885954119544507,0.01511116707779764,0.12292748707184102,svar_revealed_direct,svar,svar,standard_nonlinear,sac
phase14_final,artificial,historical_counterfactual,ppo_svar_direct,172.81433160105638,3.167236045866434,2.587180591077347,1.158510067264166,0.008004212323294832,7.000659861062703,,-2.718896109606459,-32.51929311597229,ann,,,,,,,0.23410803518496476,0.07752596784479023,0.27843485386134803,1.1334047662910924,1.0646148441061174,0.0548065721381647,0.23410803518496476,0.008087038918927446,0.08992796516616756,svar_direct,svar,svar,linear_policy,ppo
phase14_final,artificial,historical_counterfactual,sac_ann_revealed_direct,178.44052006678083,3.290418867148207,2.827902887238118,0.9234494813709495,0.007912391847987974,5.027876110453355,,-6.063039290033999,-36.8336257960663,ann,,,,,,,0.35026394808674755,0.046558918206072074,0.21577515660073585,0.6169673021683135,0.7854726616301254,0.12268483332931579,0.35026394808674755,0.0075931750497716406,0.08713882630476291,ann_revealed_direct,ann,ann,standard_nonlinear,sac
phase14_final,artificial,historical_counterfactual,ppo_svar_revealed_direct,224.23224113360698,4.287387725298207,1.7981489051232131,4.967328610752657,0.05574515204707657,9.114243645417062,,-33.28112355055629,-71.94811225167044,ann,,,,,,,0.12981337943446106,0.1889127377929927,0.43464092972589763,2.239035099310181,1.496340569292359,0.016851513480195354,0.12981337943446106,0.05527614394626666,0.23510879172473892,svar_revealed_direct,svar,svar,linear_policy,ppo
phase14_final,artificial,historical_counterfactual,ppo_benchmark_transfer,225.2772569630028,4.382164970962988,0.3355048864202508,8.06437349998325,0.14473333424111878,3.6491642352521416,,-33.90226921259782,-72.74946221913858,ann,,,,,,,0.525938832069129,0.3381265595137655,0.5814865084537779,0.7890276269776916,0.8882722707468086,0.2766116550782394,0.525938832069129,0.14554259292337102,0.3815004494405885,benchmark_transfer,benchmark,benchmark,linear_surrogate,ppo
phase14_final,artificial,historical_counterfactual,ppo_svar_revealed_direct_nonlinear,254.8546983618023,4.963957836716227,1.6086098488347398,6.688004982534886,0.11345497252713636,9.599174612446836,,-51.48276790205193,-95.43034516463639,ann,,,,,,,0.004044654858942218,0.21448979581998273,0.4631304306779924,2.5853302482360982,1.6078962181173566,1.6359232927964894e-05,0.004044654858942218,0.11345425388897937,0.33682971051998867,svar_revealed_direct,svar,svar,nonlinear_policy,ppo
phase14_final,artificial,historical_counterfactual,ppo_ann_revealed_direct,260.2478538332358,5.083049962915588,1.606594130175141,6.939823822501251,0.0654392194842384,9.650026459442941,,-54.688398890180856,-99.56598104690103,ann,,,,,,,0.12666066858123565,0.22184012635674047,0.4709990725646288,2.7125948341101918,1.6469956994813897,0.016042924965445616,0.12666066858123565,0.06487152619960863,0.25469889320452227,ann_revealed_direct,ann,ann,linear_policy,ppo
phase14_final,artificial,historical_counterfactual,ppo_ann_revealed_direct_nonlinear,268.8946516970633,5.266449882062565,1.5279232444051742,7.451485960430345,0.12783658120174857,9.78031587600708,,-59.82795834237755,-106.1966090163241,ann,,,,,,,0.0,0.219929952469432,0.46896689911915107,2.7298105188479242,1.6522138235857744,0.0,0.0,0.12783658120174862,0.3575424187446136,ann_revealed_direct,ann,ann,nonlinear_policy,ppo
phase14_final,artificial,historical_counterfactual,td3_svar_revealed_direct,364.3437576604837,7.301663524776044,0.3991594151339534,13.793808154400148,0.05600032245307641,2.8366056084632874,,-116.56183399017401,-179.38989069404974,ann,,,,,,,0.5465224319524066,0.35098696411853014,0.5924415280165041,1.6723615304015904,1.293198179089961,0.2986867686271729,0.5465224319524066,0.05375238258331608,0.23184560074177832,svar_revealed_direct,svar,svar,standard_nonlinear,td3
