search_label,seed,wall_seconds,train_env_steps,eval_env_steps,total_env_steps,best_mean_discounted_loss,best_std_discounted_loss,best_mean_reward,best_clip_rate,intercept,inflation_gap,output_gap,lagged_policy_rate_gap
ann_affine_search_artificial,99,567.9691128999693,368640,7680,376320,54.701198874855045,11.02902048177797,-77.63303785050674,0.0102864583333333,1.388896146587096,-1.8544572226632656,1.3188953430431138,0.1935490404275714
ann_affine_search_artificial,43,565.0872216999996,368640,7680,376320,59.61512075370725,13.084943683816114,-84.9189058035352,0.0221354166666666,0.9996694910776152,-1.281205438552505,1.2778154999569589,0.3291396354373736
ann_affine_search_artificial,7,544.2852992999833,368640,7680,376320,61.15730345493961,12.537273876507896,-87.51641239105037,0.0209635416666666,1.1694415629463284,-1.182446308468259,1.0308083765741405,0.4582535909546661
ann_affine_search_revealed,43,569.618783300044,368640,7680,376320,176.6270604125963,44.57996610855672,-249.79660502263167,0.0,0.7437392452207274,-0.1909786558672861,0.1535851436958925,0.7619726238825935
ann_affine_search_revealed,99,567.8555683000013,368640,7680,376320,186.04133713810964,42.24341378955014,-263.43940440183667,0.0,1.0795061756535884,-0.0009690310682035,0.1375174961561318,0.6398326596123826
ann_affine_search_revealed,7,568.5103042999981,368640,7680,376320,207.0861503747377,56.31390266832575,-287.6319709852902,0.0,1.5802441383974324,0.0157305533596697,0.2318820636121539,0.4441708532183782
