policy_name,mean_discounted_loss,std_discounted_loss,mean_reward,mean_abs_action,clip_rate,explosion_rate
td3_benchmark_transfer,113.0051145876758,18.385753844922466,-165.0262227702258,2.7960938948529885,0.040299479166666666,0.0
riccati_reference,119.10851921213323,16.738643649212538,-173.82627239837927,2.946370041059377,0.04212239583333333,0.0
empirical_taylor_rule,120.25742627427663,28.680341684488077,-178.02348437617857,3.599739093657622,0.0001953125,0.0
sac_benchmark_transfer,120.53165611284037,17.15008568624432,-176.01299429114871,3.0033682637746635,0.028776041666666665,0.0
linear_policy_search_transfer,137.94263251155394,17.235870531363823,-203.31624294192844,2.7120103796203185,0.017057291666666665,0.0
ppo_benchmark_transfer,242.35782628179595,29.798396816215778,-366.34812463684005,1.6600975230959316,0.00078125,0.0
