policy_name,mean_rank,median_rank,win_count,top2_count,mean_gap_vs_best_pct,median_gap_vs_best_pct,max_gap_vs_best_pct,mean_clip_rate,mean_explosion_rate
td3_benchmark_transfer,2.0833333333333335,1.5,6,9,4.998789996369243,0.832821083500162,36.054812036909375,0.07379014756944445,0.0
riccati_reference,2.25,2.0,3,9,6.599483793150036,3.7250151125316,30.103435612389795,0.0723415798611111,0.0
linear_policy_search_transfer,3.0833333333333335,3.0,2,4,9.015041710583306,5.597056588518468,32.62046681152371,0.05992838541666667,0.0
sac_benchmark_transfer,3.6666666666666665,3.5,0,0,9.712030657292503,8.981027631675644,20.638521440958872,0.058300781249999996,0.0
ppo_benchmark_transfer,5.25,5.0,0,0,43.27476259482608,33.579379963219495,114.23109120803436,0.031754557291666666,0.0
empirical_taylor_rule,5.666666666666667,6.0,0,1,87.1148317388713,101.76545273066134,131.5129006951102,0.018440755208333333,0.0
historical_actual_proxy,6.0,7.0,1,1,87.27757214939892,106.77749972579576,122.03934838826866,0.01832682291666667,0.0
