equation,target,feature_set,stage_name,stage_priority,nobs,regressor_count,regressors,hidden_layer_sizes,activation,solver,alpha,learning_rate_init,seed,train_mse,val_mse,test_mse,full_sample_mse,residual_std_full_sample,n_iter
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(3, 2)",relu,lbfgs,0.0001,0.001,0,0.01540760668424769,0.45365920492003814,0.19877808451569723,0.11104177223305382,0.30425544473546373,123
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(3, 2)",relu,lbfgs,0.001,0.001,0,0.015535512845270449,0.46914546905212345,0.17938915693131463,0.11052991289033152,0.3074734759691818,102
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(2,)",relu,adam,0.001,0.001,1,0.10850142318809777,0.5347258589308606,0.8549480011820157,0.28891234837835633,0.47945956768371517,1583
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(2,)",relu,adam,0.0001,0.001,1,0.10853794511378206,0.5349207733915602,0.8553063967603607,0.28902275740983696,0.47952827772835455,1583
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(4,)",tanh,adam,0.0001,0.001,1,0.0801460044872472,0.5492739594676629,0.12494088372168415,0.15921105590491685,0.3720847457390111,348
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(4,)",tanh,adam,0.001,0.001,1,0.08014454465833457,0.5492802902313084,0.12493788114589356,0.15921055728303193,0.37207953402140326,348
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(3,)",relu,lbfgs,0.001,0.001,0,0.020813486725896686,0.5729323277248848,0.04463150949008692,0.10941915807407793,0.3158708735285383,181
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(3,)",relu,lbfgs,0.0001,0.001,0,0.02292958175716367,0.6151399092869445,0.05907524999777577,0.11959973495260873,0.32432793847956043,61
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(3, 2)",tanh,adam,0.0001,0.001,0,0.14399410438379448,0.7306681791084756,0.09016760903532807,0.22597065505705827,0.4551024108602613,1275
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(3, 2)",tanh,adam,0.001,0.001,0,0.1442110048059413,0.7314051615639497,0.08987400255708211,0.22618902857657952,0.45528458015326007,1274
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(4,)",relu,adam,0.001,0.001,1,0.08157255991644323,0.775496065647079,0.428830514772278,0.24175432308359254,0.42471304719720754,715
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(4,)",relu,adam,0.0001,0.001,1,0.08157614828064794,0.7755588094359571,0.4288294995124095,0.24176630403250504,0.42472367626115803,715
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(3, 2)",tanh,adam,0.001,0.001,1,0.18230779577839099,0.8069386705374565,0.8394207644971906,0.37949915631344705,0.5515283678199644,1253
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(3, 2)",tanh,adam,0.0001,0.001,1,0.18230990987506832,0.8071391223925491,0.8396255411993355,0.37956296277379875,0.5515787367186369,1253
