env_id,group,tier,policy_name,mean_discounted_loss,std_discounted_loss,mean_reward,mean_abs_action,clip_rate,explosion_rate,rank_within_env,loss_gap_vs_best_pct
asymmetric_medium,asymmetric,medium,td3_benchmark_transfer,20.379746922057073,5.721773279980394,-25.677118124139824,0.8541162459024074,0.0,0.0,1.0,0.0
asymmetric_medium,asymmetric,medium,riccati_reference,20.93697675026548,5.209077246144791,-26.40884669206318,0.8687423239392368,0.0,0.0,2.0,2.7342333069176363
asymmetric_medium,asymmetric,medium,linear_policy_search_transfer,21.341699212081252,5.390491036765965,-26.65779289388516,0.7796291515144254,0.0,0.0,3.0,4.720138545896537
asymmetric_medium,asymmetric,medium,sac_benchmark_transfer,22.229697575531425,6.3132822919778455,-28.23131229674136,0.8221784276978757,0.0,0.0,4.0,9.077397577847954
asymmetric_medium,asymmetric,medium,ppo_benchmark_transfer,27.568749602002377,9.727197942349505,-35.46950821510755,0.4409493007196307,0.0,0.0,5.0,35.2752303914266
asymmetric_medium,asymmetric,medium,historical_actual_proxy,42.022636349067795,9.99163829238926,-54.29434886057316,0.7310786096892603,0.0,0.0,6.0,106.19802841411415
asymmetric_medium,asymmetric,medium,empirical_taylor_rule,42.90173017171786,12.086482542518246,-55.574036746867236,0.754638668661858,0.0,0.0,7.0,110.5115943578532
asymmetric_mild,asymmetric,mild,riccati_reference,17.15619614424703,3.8631466966547343,-21.775381232082445,0.8322701396263815,0.0,0.0,1.0,0.0
asymmetric_mild,asymmetric,mild,td3_benchmark_transfer,17.441956981478892,4.244662440494595,-21.9438305178183,0.8604066590364837,0.0,0.0,2.0,1.665642167000324
asymmetric_mild,asymmetric,mild,linear_policy_search_transfer,19.056386739859825,5.209293751760636,-23.913042158950077,0.7988015297740421,0.0,0.0,3.0,11.07582694693068
asymmetric_mild,asymmetric,mild,sac_benchmark_transfer,19.123455605834653,4.751708754705788,-24.151348476628222,0.8415194474044032,0.0,0.0,4.0,11.466757811855063
asymmetric_mild,asymmetric,mild,ppo_benchmark_transfer,24.13702430116652,6.904499261539957,-30.703974521289545,0.4504463078459325,0.0,0.0,5.0,40.68983647788594
asymmetric_mild,asymmetric,mild,empirical_taylor_rule,36.46872746512135,10.214195140327075,-47.89790801160147,0.7471018880166127,0.0,0.0,6.0,112.56884194198473
asymmetric_mild,asymmetric,mild,historical_actual_proxy,36.50696500010099,9.425188727277352,-47.47513638795498,0.7435010363540188,0.0,0.0,7.0,112.79172080544693
asymmetric_strong,asymmetric,strong,riccati_reference,25.924935260081206,8.045833738296711,-32.61159972358515,0.8347904189283973,0.0,0.0,1.0,0.0
asymmetric_strong,asymmetric,strong,td3_benchmark_transfer,26.605892386795592,7.477163733721666,-33.349596237578346,0.8720013697129924,0.0,0.0,2.0,2.626649285265189
asymmetric_strong,asymmetric,strong,sac_benchmark_transfer,26.747848018062527,8.513685394435681,-34.19018612563009,0.8369441630991354,0.0,0.0,3.0,3.1742133576257316
asymmetric_strong,asymmetric,strong,linear_policy_search_transfer,27.21066353465929,8.415558447549413,-34.42749296714075,0.7976396077154413,0.0,0.0,4.0,4.95942713715404
asymmetric_strong,asymmetric,strong,ppo_benchmark_transfer,33.73124690783061,9.434153974673704,-43.01612115457358,0.4359266237391559,0.0,0.0,5.0,30.11120980413569
asymmetric_strong,asymmetric,strong,empirical_taylor_rule,53.65557498598374,12.994648595090604,-69.19804794667412,0.7479769373414331,0.0,0.0,6.0,106.96512622965628
asymmetric_strong,asymmetric,strong,historical_actual_proxy,53.75716049873135,15.616309755728206,-69.61088350384209,0.7369238099669941,0.0,0.0,7.0,107.3569710374774
benchmark,benchmark,baseline,td3_benchmark_transfer,15.609340713880982,3.2910511829478084,-19.713891778513325,0.8722424516458482,0.0,0.0,1.0,0.0
benchmark,benchmark,baseline,riccati_reference,15.774998568600514,3.2163754525095327,-19.7686337649044,0.8796211198755959,0.0,0.0,2.0,1.0612738728434363
benchmark,benchmark,baseline,linear_policy_search_transfer,16.14378134706992,4.050586304392237,-20.079008969628042,0.7864054787706671,0.0,0.0,3.0,3.4238514168229526
benchmark,benchmark,baseline,sac_benchmark_transfer,16.97660227107194,3.86143862187372,-21.291241759399973,0.8810107288213082,0.0,0.0,4.0,8.759252438990503
benchmark,benchmark,baseline,ppo_benchmark_transfer,20.066261360870556,6.846218943966702,-25.507978444917768,0.4518246297471391,0.0,0.0,5.0,28.552907702412757
benchmark,benchmark,baseline,empirical_taylor_rule,30.70874606930367,6.6488934388124195,-39.909989349178616,0.7450633062586387,0.0,0.0,6.0,96.73313967703437
benchmark,benchmark,baseline,historical_actual_proxy,31.48757983267903,7.371263000532728,-40.80104193385148,0.7458294856174599,0.0,0.0,7.0,101.72267624780554
empirical_ann,empirical,ann,td3_benchmark_transfer,115.77007751385213,16.8843870776023,-168.46599920358796,2.8322370196578857,0.04251302083333333,0.0,1.0,0.0
empirical_ann,empirical,ann,riccati_reference,119.3827097278077,18.46197190568124,-173.79178315115732,2.948261332029376,0.0421875,0.0,2.0,3.120523274697907
empirical_ann,empirical,ann,empirical_taylor_rule,120.74311957040283,27.27944872905161,-178.84812546370225,3.616972904670473,0.00026041666666666666,0.0,3.0,4.295619527382334
empirical_ann,empirical,ann,historical_actual_proxy,121.86862049781776,27.90539214002587,-179.7646708981509,3.677023211050827,0.0001953125,0.0,4.0,5.267805908859244
empirical_ann,empirical,ann,sac_benchmark_transfer,122.25945575318853,17.68391903162532,-178.59501909333324,3.0557550127060864,0.029817708333333335,0.0,5.0,5.605401999113231
empirical_ann,empirical,ann,linear_policy_search_transfer,138.53470284020275,19.263146653349708,-203.2971615292396,2.7599483365647184,0.019010416666666665,0.0,6.0,19.663652141570683
empirical_ann,empirical,ann,ppo_benchmark_transfer,248.01550035031264,34.22364058680869,-374.0402670156769,1.6816161173614748,0.0007161458333333333,0.0,7.0,114.23109120803436
empirical_svar,empirical,svar,historical_actual_proxy,86.17475304011748,32.1501466028026,-124.70399519626532,3.0347423318395608,0.0059244791666666664,0.0,1.0,0.0
empirical_svar,empirical,svar,empirical_taylor_rule,91.36233250217443,31.909990050603938,-132.5232713612373,3.003992861936131,0.0080078125,0.0,2.0,6.0198367608224395
empirical_svar,empirical,svar,sac_benchmark_transfer,101.75437786449635,31.256256756719885,-148.78279601483396,2.6094426824242505,0.04583333333333333,0.0,3.0,18.07910585728744
empirical_svar,empirical,svar,riccati_reference,112.11631433568516,37.79262070156701,-163.21388699662035,2.6293250061729254,0.06497395833333333,0.0,4.0,30.103435612389795
empirical_svar,empirical,svar,linear_policy_search_transfer,114.28535975548152,38.178370390908654,-166.77343355513727,2.391609221191833,0.03815104166666667,0.0,5.0,32.62046681152371
empirical_svar,empirical,svar,td3_benchmark_transfer,117.24489827200269,36.01365564170198,-172.62686349571095,2.5607124757144604,0.08307291666666666,0.0,6.0,36.054812036909375
empirical_svar,empirical,svar,ppo_benchmark_transfer,172.03137826420925,59.595437086723905,-260.3216817114792,1.11491851888638,0.0016927083333333334,0.0,7.0,99.63083408445904
nonlinear_medium,nonlinear,medium,td3_benchmark_transfer,13.817330581771246,3.532202946313639,-17.66460876434614,0.8492995993924174,0.0,0.0,1.0,0.0
nonlinear_medium,nonlinear,medium,linear_policy_search_transfer,13.91991340945281,3.0159787394378306,-17.846166965762162,0.7858100248455585,0.0,0.0,2.0,0.7424214617612052
nonlinear_medium,nonlinear,medium,sac_benchmark_transfer,14.350521943841521,3.2351678746676966,-18.334080466353434,0.8225817705178332,0.0,0.0,3.0,3.8588594151007474
nonlinear_medium,nonlinear,medium,riccati_reference,14.415552869663982,3.7734480326468334,-18.474044830761933,0.875112484720738,0.0,0.0,4.0,4.3295069503652925
nonlinear_medium,nonlinear,medium,ppo_benchmark_transfer,19.102591835110488,5.395610442644376,-24.60146394046802,0.44504086034092455,0.0,0.0,5.0,38.250957535255864
nonlinear_medium,nonlinear,medium,historical_actual_proxy,28.962114907632518,6.679718347801295,-38.081209338745126,0.7766507096306233,0.0,0.0,6.0,109.607164974697
nonlinear_medium,nonlinear,medium,empirical_taylor_rule,31.98890282849116,8.996825021605693,-42.20797442177861,0.7247332875606326,0.0,0.0,7.0,131.5129006951102
nonlinear_mild,nonlinear,mild,linear_policy_search_transfer,12.766606750142063,2.8267238417988287,-16.648513775252958,0.7442004408662652,0.0,0.0,1.0,0.0
nonlinear_mild,nonlinear,mild,riccati_reference,13.46414346876196,2.8614723614412836,-17.40687264690657,0.8528804549322031,0.0,0.0,2.0,5.463759730925646
nonlinear_mild,nonlinear,mild,td3_benchmark_transfer,13.79153311351868,2.4931587120930505,-17.671585055185982,0.8684162513541449,0.0,0.0,3.0,8.028181516323524
nonlinear_mild,nonlinear,mild,sac_benchmark_transfer,13.948777648455682,2.642934237180372,-18.044378327534766,0.8326666167287571,0.0,0.0,4.0,9.259867727189635
nonlinear_mild,nonlinear,mild,ppo_benchmark_transfer,17.634178683679433,4.73491403151446,-22.910003403970748,0.4415702786450188,0.0,0.0,5.0,38.127374241265834
nonlinear_mild,nonlinear,mild,historical_actual_proxy,28.34689043930816,7.423188687336415,-37.64777391853544,0.7120648611195582,0.0,0.0,6.0,122.03934838826866
nonlinear_mild,nonlinear,mild,empirical_taylor_rule,29.40912925604544,8.553170684591873,-38.87403678196466,0.7529918357889395,0.0,0.0,7.0,130.35979592398883
nonlinear_strong,nonlinear,strong,riccati_reference,14.604155824195402,3.0196390104698487,-18.5735995619222,0.8883163483713885,0.0010416666666666667,0.0,1.0,0.0
nonlinear_strong,nonlinear,strong,linear_policy_search_transfer,15.514679088609258,3.3065194452587705,-19.903438141191547,0.8307849717901391,0.00026041666666666666,0.0,2.0,6.234686039882896
nonlinear_strong,nonlinear,strong,sac_benchmark_transfer,15.822754728935966,3.785276675190221,-20.063203119066554,0.8750333534660623,0.0005208333333333333,0.0,3.0,8.34419270384429
nonlinear_strong,nonlinear,strong,td3_benchmark_transfer,15.830972573695147,3.2604092542981484,-20.0892361939057,0.9161255146071507,0.00078125,0.0,4.0,8.400463294613848
nonlinear_strong,nonlinear,strong,ppo_benchmark_transfer,19.260476159741977,6.1580291004256305,-24.719648095649298,0.4378424923488103,0.0,0.0,5.0,31.8835295350124
nonlinear_strong,nonlinear,strong,empirical_taylor_rule,30.058203928639607,6.885569851551483,-38.838644132709575,0.7710180526001231,0.0,0.0,6.0,105.81952350056925
nonlinear_strong,nonlinear,strong,historical_actual_proxy,32.27541835503735,7.792717710795226,-42.283249878958586,0.7934044891694626,0.0,0.0,7.0,121.00160217111026
zlb_medium,zlb,medium,td3_benchmark_transfer,17.028911145499993,6.647230643814417,-21.41659430891191,0.7451137076502153,0.25078125,0.0,1.0,0.0
zlb_medium,zlb,medium,riccati_reference,18.96917443540805,7.255949709324441,-23.419424087566014,0.7338841784980631,0.2515625,0.0,2.0,11.393936308257645
zlb_medium,zlb,medium,linear_policy_search_transfer,19.328116816838623,8.985770683288786,-23.698580942865107,0.7228411211895563,0.2140625,0.0,3.0,13.501777369636523
zlb_medium,zlb,medium,ppo_benchmark_transfer,20.22759365121877,7.04877522326242,-25.490069518392342,0.43835447381665077,0.06302083333333333,0.0,4.0,18.783834611551477
zlb_medium,zlb,medium,sac_benchmark_transfer,20.543426623425844,9.281946512699186,-25.39457303711279,0.7636468407077133,0.20182291666666666,0.0,5.0,20.638521440958872
zlb_medium,zlb,medium,empirical_taylor_rule,31.66788841768721,10.03519215295195,-41.137419644412766,0.6731628724084208,0.05911458333333333,0.0,6.0,85.9654334156043
zlb_medium,zlb,medium,historical_actual_proxy,32.41072803340761,9.57393033386503,-42.42486659276462,0.6911955427009152,0.05286458333333333,0.0,7.0,90.32765956954543
zlb_mild,zlb,mild,linear_policy_search_transfer,14.229068185810096,3.6674415024021316,-18.1462507014712,0.7565473382074971,0.02578125,0.0,1.0,0.0
zlb_mild,zlb,mild,td3_benchmark_transfer,14.685783091769208,3.649092196400873,-18.8009712975582,0.860328287574682,0.04296875,0.0,2.0,3.209731656318647
zlb_mild,zlb,mild,sac_benchmark_transfer,15.493272185956183,4.714010470642578,-19.551240333826033,0.8133061396452532,0.030989583333333334,0.0,3.0,8.884657685503337
zlb_mild,zlb,mild,riccati_reference,16.179251574759903,6.072737773922549,-20.25146312158933,0.8710453747044745,0.05286458333333333,0.0,4.0,13.705629655317994
zlb_mild,zlb,mild,ppo_benchmark_transfer,18.489419670561997,5.88489457622104,-23.782687678660952,0.44049731053001573,0.00026041666666666666,0.0,5.0,29.941183984208653
zlb_mild,zlb,mild,empirical_taylor_rule,28.132487350303048,6.5470179544386475,-36.87775439895626,0.7158743446431391,0.0015625,0.0,6.0,97.71138196075343
zlb_mild,zlb,mild,historical_actual_proxy,30.02610661616655,6.31089110462865,-39.79101107272048,0.707637265569274,0.0015625,0.0,7.0,111.01948647705558
zlb_strong,zlb,strong,td3_benchmark_transfer,23.949591863766948,12.130729349966982,-29.370218045961707,0.5640502295410471,0.46536458333333336,0.0,1.0,0.0
zlb_strong,zlb,strong,riccati_reference,25.693483025356734,15.248784379197403,-31.58412225654786,0.5808636230624097,0.45546875,0.0,2.0,7.281506806085069
zlb_strong,zlb,strong,sac_benchmark_transfer,26.199929014105905,13.091434503239716,-32.00665388992319,0.5999590480123741,0.390625,0.0,3.0,9.396139872193253
zlb_strong,zlb,strong,linear_policy_search_transfer,26.64110750745489,14.039007952097508,-32.58487268312629,0.5656163559802867,0.421875,0.0,4.0,11.238252655820432
zlb_strong,zlb,strong,ppo_benchmark_transfer,27.259224656923823,13.180889801795397,-33.63783133363012,0.3814875060706816,0.31536458333333334,0.0,5.0,13.819161562264364
zlb_strong,zlb,strong,empirical_taylor_rule,37.58045103062898,12.14229538338304,-48.0211508598114,0.5969412307255065,0.15234375,0.0,6.0,56.91478687569618
zlb_strong,zlb,strong,historical_actual_proxy,38.31896421926844,14.812707626921748,-48.8545750548485,0.6108451646756611,0.159375,0.0,7.0,59.998401798407016
