policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
G7_TAY93_baseline,G7_TAY93,external_baseline,0,0,0,20.2506864435143,0.210251437020176,1803.51779903095,16.4314175865374,0.0294137618649996,0.2001107009756,0.80782324667377,0.053462636612477,1.06011022775655
