policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
sac_svar_direct,NK_CFP10,svar_direct,1.528632674699,0.572243175257,0.226215527375,1848.18138427604,17.5454972946859,7075.46850987847,70.1663431395955,11.4992517283502,11.6102517637097,2.41119684480762,-0.459542853804823,3.20994572472609
