policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct
ppo_pyfrbus_linear_warmstart_init_seed_7,pyfrbus,0.012788079769412587,0.0005884040214429679,0.016203034839710792,0.0007376759759008435,0.00042206482031512837,0.0003324545425307434,1.119298624678574e-06,3.0074830782565094,0.0012792356700701917,True,8,0.0,0.0,2040Q1,2045Q4,9.548545417588942,12.687511759962241
