policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse
ppo_pyfrbus_linear_warmstart_init_seed_7,0.8594175627914459,-2.0251530785106797,0.0013448437706324937,0.10572113773848058,5.3614142730555414e-08
