period,inflation_gap,output_gap,lagged_policy_rate_gap,action,loss
0,-0.019737170630000023,0.03096444537982,1.0000938526302,1.006256103515625,0.001997981744650374
1,-0.019800294041725452,0.02810525138098075,1.006256103515625,1.0069411993026733,0.0010982793452789534
2,-0.019885673573369678,0.025524079828408448,1.0069411993026733,1.007101058959961,0.0009706785267477588
3,-0.019943298473001025,0.02799817440802447,1.007101058959961,1.0073163509368896,0.0010901870388113257
4,-0.020021519316735237,0.030054761691671143,1.0073163509368896,1.0075653791427612,0.001198935154417871
5,-0.020093302896182275,0.02883911666901378,1.0075653791427612,1.0076967477798462,0.001137781704153461
6,-0.020165710303321926,0.025595316565568,1.0076967477798462,1.0077497959136963,0.0009846789232567685
7,-0.02023654073769321,0.02133593413507558,1.0077497959136963,1.0077577829360962,0.0008111769702963126
8,-0.020309023968852147,0.01694918017936288,1.0077577829360962,1.0077601671218872,0.0006659755537392103
9,-0.020382918858564247,0.012918280382805953,1.0077601671218872,1.0077766180038452,0.0005627830715865911
10,-0.02045896373227607,0.009432506018828035,1.0077766180038452,1.0078167915344238,0.00049717618992058
11,-0.020537689347007282,0.006476632164412415,1.0078167915344238,1.0078825950622559,0.0004589565398759743
12,-0.020619650962087288,0.0039376011806187645,1.0078825950622559,1.0079714059829712,0.00043905327932178577
13,-0.020705211972351423,0.0016780112167463317,1.0079714059829712,1.008079171180725,0.0004314451892483655
14,-0.02079459101861647,-0.000419618090969095,1.008079171180725,1.0082019567489624,0.0004328671836626257
15,-0.020887893900113808,-0.002435582771492304,1.0082019567489624,1.0083370208740234,0.0004418657403213266
16,-0.02098514988965383,-0.004413600523648628,1.0083370208740234,1.008482575416565,0.0004579126957685445
17,-0.02108634664581044,-0.0063699520953343245,1.008482575416565,1.0086379051208496,0.00048079948155528633
18,-0.021191452948276623,-0.008304860676199339,1.0086379051208496,1.0088030099868774,0.0005103099924502143
19,-0.02130043811101645,-0.010211990502370469,1.0088030099868774,1.0089777708053589,0.0005461109337165617
20,-0.021413273734533833,-0.012084681818982092,1.0089777708053589,1.0091625452041626,0.0005877848103955541
21,-0.02152994081896087,-0.013919177181435882,1.0091625452041626,1.0093574523925781,0.0006348985330443645
22,-0.02165043181462689,-0.015715261841219127,1.0093574523925781,1.0095622539520264,0.0006870749560094447
23,-0.021774743146071085,-0.01747567469679523,1.0095622539520264,1.0097770690917969,0.0007440388015677911
