policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct
ppo_pyfrbus_linear_warmstart_seed_7,pyfrbus,0.012763325345155094,0.0005884690320654312,0.0163284011630445,0.0007443101479550013,0.0004265984310079346,0.00032341708112002443,1.6206049748449874e-06,3.0081110430900915,0.0008452635934982416,True,7,0.0,0.0,2040Q1,2045Q4,9.723636105308598,12.011956486517764
