update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate
0,-0.38977153855187086,0.0,1.0060768695548177,-0.01751874315000469,0.016075688268255662,0.0
11,-0.26905579023043563,0.0,1.0111900568008423,-0.017868752359797044,0.016332663876322626,0.0
