policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse
ppo_pyfrbus_linear_warmstart_seed_7,0.8594865005079974,-2.0235835120394907,0.033086086804566636,0.10579537022958041,8.709066283088151e-08
