case_id,case_group,evaluation_type,loss_function,environment,policy_name,rule_family,source_env,training_env,policy_parameterization,algo,source_file,result_metric,result_value,secondary_metric,secondary_value,comparison_metric,comparison_value,solver_status
case_0192,empirical_unified,long_run_stochastic,revealed,svar,ppo_svar_direct,svar_direct,svar,svar,linear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,272.77668557405127,std_discounted_revealed_loss,123.100943812463,,,
case_0193,empirical_unified,long_run_stochastic,revealed,svar,ppo_svar_direct_nonlinear,svar_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,488.8881368967935,std_discounted_revealed_loss,316.9444235133751,,,
case_0194,empirical_unified,long_run_stochastic,revealed,svar,sac_svar_direct,svar_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,772.0914261815783,std_discounted_revealed_loss,248.90583523570348,,,
case_0195,empirical_unified,long_run_stochastic,revealed,svar,td3_svar_direct,svar_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1390.7724672563356,std_discounted_revealed_loss,461.1610571924568,,,
case_0196,empirical_unified,long_run_stochastic,revealed,svar,ppo_svar_revealed_direct,svar_revealed_direct,svar,svar,linear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,683.669918835683,std_discounted_revealed_loss,214.34618644240123,,,
case_0197,empirical_unified,long_run_stochastic,revealed,svar,ppo_svar_revealed_direct_nonlinear,svar_revealed_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,959.668799508254,std_discounted_revealed_loss,454.8138125075798,,,
case_0198,empirical_unified,long_run_stochastic,revealed,svar,sac_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,203.5209047730666,std_discounted_revealed_loss,70.46121687365262,,,
case_0199,empirical_unified,long_run_stochastic,revealed,svar,td3_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,415.92031507115934,std_discounted_revealed_loss,106.0923983139092,,,
case_0200,empirical_unified,long_run_stochastic,revealed,svar,riccati_reference,theory_reference,benchmark,benchmark,fixed_rule,,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,978.2047682938188,std_discounted_revealed_loss,196.49775930817503,,,
case_0201,external_models,external_model_eval,artificial,NK_CW09,ppo_ann_direct,ann_direct,ann,ann,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0202,external_models,external_model_eval,artificial,NK_CW09,ppo_ann_direct_nonlinear,ann_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0203,external_models,external_model_eval,artificial,NK_CW09,sac_ann_direct,ann_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0204,external_models,external_model_eval,artificial,NK_CW09,td3_ann_direct,ann_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0205,external_models,external_model_eval,artificial,NK_CW09,ppo_ann_revealed_direct,ann_revealed_direct,ann,ann,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0206,external_models,external_model_eval,artificial,NK_CW09,ppo_ann_revealed_direct_nonlinear,ann_revealed_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0207,external_models,external_model_eval,artificial,NK_CW09,sac_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0208,external_models,external_model_eval,artificial,NK_CW09,td3_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0209,external_models,external_model_eval,artificial,NK_CW09,ppo_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0210,external_models,external_model_eval,artificial,NK_CW09,sac_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,920.1957024428152,mean_period_loss,14.598845872723588,improvement_vs_NK_CW09_baseline_pct,37.39676202139291,ok
case_0211,external_models,external_model_eval,artificial,NK_CW09,td3_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,1069.15259193746,mean_period_loss,17.27064227327843,improvement_vs_NK_CW09_baseline_pct,27.26284857577365,ok
case_0212,external_models,external_model_eval,artificial,NK_CW09,empirical_taylor_rule,empirical_rule,svar,svar,fixed_rule,,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,1383.6674424633916,mean_period_loss,19.711605691598308,improvement_vs_NK_CW09_baseline_pct,5.865608854906189,ok
case_0213,external_models,external_model_eval,artificial,NK_CW09,NK_CW09_baseline,external_baseline,,,,,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,1469.8851563512842,mean_period_loss,18.47900910971374,improvement_vs_NK_CW09_baseline_pct,0.0,ok
case_0214,external_models,external_model_eval,artificial,NK_CW09,ppo_svar_direct,svar_direct,svar,svar,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0215,external_models,external_model_eval,artificial,NK_CW09,ppo_svar_direct_nonlinear,svar_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0216,external_models,external_model_eval,artificial,NK_CW09,sac_svar_direct,svar_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,964.0927130099104,mean_period_loss,13.671636133032724,improvement_vs_NK_CW09_baseline_pct,34.410337512143414,ok
case_0217,external_models,external_model_eval,artificial,NK_CW09,td3_svar_direct,svar_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,1144.4341472597002,mean_period_loss,17.20357692256241,improvement_vs_NK_CW09_baseline_pct,22.141254211958667,ok
case_0218,external_models,external_model_eval,artificial,NK_CW09,ppo_svar_revealed_direct,svar_revealed_direct,svar,svar,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0219,external_models,external_model_eval,artificial,NK_CW09,ppo_svar_revealed_direct_nonlinear,svar_revealed_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0220,external_models,external_model_eval,artificial,NK_CW09,sac_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,2602.6664096972745,mean_period_loss,29.436846766975872,improvement_vs_NK_CW09_baseline_pct,-77.06596998080506,ok
case_0221,external_models,external_model_eval,artificial,NK_CW09,td3_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_NK_CW09_baseline_pct,-inf,failed
case_0222,external_models,external_model_eval,artificial,US_CCTW10,ppo_ann_direct,ann_direct,ann,ann,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0223,external_models,external_model_eval,artificial,US_CCTW10,ppo_ann_direct_nonlinear,ann_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0224,external_models,external_model_eval,artificial,US_CCTW10,sac_ann_direct,ann_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0225,external_models,external_model_eval,artificial,US_CCTW10,td3_ann_direct,ann_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0226,external_models,external_model_eval,artificial,US_CCTW10,ppo_ann_revealed_direct,ann_revealed_direct,ann,ann,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0227,external_models,external_model_eval,artificial,US_CCTW10,ppo_ann_revealed_direct_nonlinear,ann_revealed_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0228,external_models,external_model_eval,artificial,US_CCTW10,sac_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0229,external_models,external_model_eval,artificial,US_CCTW10,td3_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0230,external_models,external_model_eval,artificial,US_CCTW10,ppo_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0231,external_models,external_model_eval,artificial,US_CCTW10,sac_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,4.4383055484849047e-29,mean_period_loss,4.438305556840385e-31,improvement_vs_US_CCTW10_baseline_pct,93.51121529207629,ok
case_0232,external_models,external_model_eval,artificial,US_CCTW10,td3_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,2.484545920079389e-28,mean_period_loss,2.4845459247567536e-30,improvement_vs_US_CCTW10_baseline_pct,63.67603943390316,ok
case_0233,external_models,external_model_eval,artificial,US_CCTW10,empirical_taylor_rule,empirical_rule,svar,svar,fixed_rule,,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,5.126825502307147e-29,mean_period_loss,5.126825511958822e-31,improvement_vs_US_CCTW10_baseline_pct,92.50460191256542,ok
case_0234,external_models,external_model_eval,artificial,US_CCTW10,US_CCTW10_baseline,external_baseline,,,,,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,6.839964258738771e-28,mean_period_loss,6.839964271615573e-30,improvement_vs_US_CCTW10_baseline_pct,0.0,ok
case_0235,external_models,external_model_eval,artificial,US_CCTW10,ppo_svar_direct,svar_direct,svar,svar,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0236,external_models,external_model_eval,artificial,US_CCTW10,ppo_svar_direct_nonlinear,svar_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0237,external_models,external_model_eval,artificial,US_CCTW10,sac_svar_direct,svar_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,2.1360970455471125e-29,mean_period_loss,2.136097049568493e-31,improvement_vs_US_CCTW10_baseline_pct,96.87703478447564,ok
case_0238,external_models,external_model_eval,artificial,US_CCTW10,td3_svar_direct,svar_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,1.4485400566952526e-29,mean_period_loss,1.4485400594222498e-31,improvement_vs_US_CCTW10_baseline_pct,97.88224031310602,ok
case_0239,external_models,external_model_eval,artificial,US_CCTW10,ppo_svar_revealed_direct,svar_revealed_direct,svar,svar,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0240,external_models,external_model_eval,artificial,US_CCTW10,ppo_svar_revealed_direct_nonlinear,svar_revealed_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0241,external_models,external_model_eval,artificial,US_CCTW10,sac_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0242,external_models,external_model_eval,artificial,US_CCTW10,td3_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_CCTW10_baseline_pct,-inf,failed
case_0243,external_models,external_model_eval,artificial,US_KS15,ppo_ann_direct,ann_direct,ann,ann,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_KS15_baseline_pct,-inf,failed
case_0244,external_models,external_model_eval,artificial,US_KS15,ppo_ann_direct_nonlinear,ann_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_KS15_baseline_pct,-inf,failed
case_0245,external_models,external_model_eval,artificial,US_KS15,sac_ann_direct,ann_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_KS15_baseline_pct,-inf,failed
case_0246,external_models,external_model_eval,artificial,US_KS15,td3_ann_direct,ann_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_KS15_baseline_pct,-inf,failed
case_0247,external_models,external_model_eval,artificial,US_KS15,ppo_ann_revealed_direct,ann_revealed_direct,ann,ann,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,72.46479497309306,mean_period_loss,0.6911173228569144,improvement_vs_US_KS15_baseline_pct,20.00555074543937,ok
case_0248,external_models,external_model_eval,artificial,US_KS15,ppo_ann_revealed_direct_nonlinear,ann_revealed_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_KS15_baseline_pct,-inf,failed
case_0249,external_models,external_model_eval,artificial,US_KS15,sac_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_KS15_baseline_pct,-inf,failed
case_0250,external_models,external_model_eval,artificial,US_KS15,td3_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_KS15_baseline_pct,-inf,failed
case_0251,external_models,external_model_eval,artificial,US_KS15,ppo_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,67.64038823350101,mean_period_loss,0.5828332236229024,improvement_vs_US_KS15_baseline_pct,25.33125076649035,ok
case_0252,external_models,external_model_eval,artificial,US_KS15,sac_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,61.081266107436335,mean_period_loss,0.5798874941566876,improvement_vs_US_KS15_baseline_pct,32.571916558241654,ok
case_0253,external_models,external_model_eval,artificial,US_KS15,td3_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,65.0782378054735,mean_period_loss,0.5723275381204677,improvement_vs_US_KS15_baseline_pct,28.15962849768382,ok
case_0254,external_models,external_model_eval,artificial,US_KS15,empirical_taylor_rule,empirical_rule,svar,svar,fixed_rule,,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_KS15_baseline_pct,-inf,failed
case_0255,external_models,external_model_eval,artificial,US_KS15,US_KS15_baseline,external_baseline,,,,,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,90.58727905294218,mean_period_loss,1.3637986159068884,improvement_vs_US_KS15_baseline_pct,0.0,ok
case_0256,external_models,external_model_eval,artificial,US_KS15,ppo_svar_direct,svar_direct,svar,svar,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,77.58242025507012,mean_period_loss,0.6628935909042535,improvement_vs_US_KS15_baseline_pct,14.356164501057144,ok
case_0257,external_models,external_model_eval,artificial,US_KS15,ppo_svar_direct_nonlinear,svar_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_KS15_baseline_pct,-inf,failed
case_0258,external_models,external_model_eval,artificial,US_KS15,sac_svar_direct,svar_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,1801.0414048843668,mean_period_loss,10.285039779787228,improvement_vs_US_KS15_baseline_pct,-1888.183576892489,ok
case_0259,external_models,external_model_eval,artificial,US_KS15,td3_svar_direct,svar_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,56.78613281299549,mean_period_loss,0.5426017732116017,improvement_vs_US_KS15_baseline_pct,37.31334751780345,ok
case_0260,external_models,external_model_eval,artificial,US_KS15,ppo_svar_revealed_direct,svar_revealed_direct,svar,svar,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_KS15_baseline_pct,-inf,failed
case_0261,external_models,external_model_eval,artificial,US_KS15,ppo_svar_revealed_direct_nonlinear,svar_revealed_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_KS15_baseline_pct,-inf,failed
case_0262,external_models,external_model_eval,artificial,US_KS15,sac_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_KS15_baseline_pct,-inf,failed
case_0263,external_models,external_model_eval,artificial,US_KS15,td3_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,256.1975629645311,mean_period_loss,2.2657731322313706,improvement_vs_US_KS15_baseline_pct,-182.81847699035183,ok
case_0264,external_models,external_model_eval,artificial,US_SW07,ppo_ann_direct,ann_direct,ann,ann,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0265,external_models,external_model_eval,artificial,US_SW07,ppo_ann_direct_nonlinear,ann_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0266,external_models,external_model_eval,artificial,US_SW07,sac_ann_direct,ann_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0267,external_models,external_model_eval,artificial,US_SW07,td3_ann_direct,ann_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0268,external_models,external_model_eval,artificial,US_SW07,ppo_ann_revealed_direct,ann_revealed_direct,ann,ann,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0269,external_models,external_model_eval,artificial,US_SW07,ppo_ann_revealed_direct_nonlinear,ann_revealed_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0270,external_models,external_model_eval,artificial,US_SW07,sac_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0271,external_models,external_model_eval,artificial,US_SW07,td3_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0272,external_models,external_model_eval,artificial,US_SW07,ppo_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0273,external_models,external_model_eval,artificial,US_SW07,sac_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,13563.022755750211,mean_period_loss,166.60305832446244,improvement_vs_US_SW07_baseline_pct,-860.3081137597516,ok
case_0274,external_models,external_model_eval,artificial,US_SW07,td3_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,17725.85665000816,mean_period_loss,219.21275345790949,improvement_vs_US_SW07_baseline_pct,-1155.050903540531,ok
case_0275,external_models,external_model_eval,artificial,US_SW07,empirical_taylor_rule,empirical_rule,svar,svar,fixed_rule,,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,18015.1404707723,mean_period_loss,222.122720542844,improvement_vs_US_SW07_baseline_pct,-1175.5331813676803,ok
case_0276,external_models,external_model_eval,artificial,US_SW07,US_SW07_baseline,external_baseline,,,,,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,1412.3615703556777,mean_period_loss,15.94399868305194,improvement_vs_US_SW07_baseline_pct,0.0,ok
case_0277,external_models,external_model_eval,artificial,US_SW07,ppo_svar_direct,svar_direct,svar,svar,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0278,external_models,external_model_eval,artificial,US_SW07,ppo_svar_direct_nonlinear,svar_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0279,external_models,external_model_eval,artificial,US_SW07,sac_svar_direct,svar_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,7185.149458323413,mean_period_loss,86.05664775477354,improvement_vs_US_SW07_baseline_pct,-408.7330049991352,ok
case_0280,external_models,external_model_eval,artificial,US_SW07,td3_svar_direct,svar_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,15414.475256618667,mean_period_loss,188.8515423485044,improvement_vs_US_SW07_baseline_pct,-991.3972441728794,ok
case_0281,external_models,external_model_eval,artificial,US_SW07,ppo_svar_revealed_direct,svar_revealed_direct,svar,svar,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0282,external_models,external_model_eval,artificial,US_SW07,ppo_svar_revealed_direct_nonlinear,svar_revealed_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0283,external_models,external_model_eval,artificial,US_SW07,sac_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,16595.96581761439,mean_period_loss,194.3082116179561,improvement_vs_US_SW07_baseline_pct,-1075.05079194664,ok
case_0284,external_models,external_model_eval,artificial,US_SW07,td3_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,inf,mean_period_loss,inf,improvement_vs_US_SW07_baseline_pct,-inf,failed
case_0285,external_models,external_model_eval,artificial,pyfrbus,ppo_ann_direct,ann_direct,ann,ann,linear_policy,ppo,outputs\phase10\external_model_robustness\all_external_summary.csv,total_discounted_loss,38.795143594927545,mean_period_loss,1.879377767347707,improvement_vs_pyfrbus_baseline_pct,-274302.19580800046,
