case_id,case_group,evaluation_type,loss_function,environment,policy_name,rule_family,source_env,training_env,policy_parameterization,algo,source_file,result_metric,result_value,secondary_metric,secondary_value,comparison_metric,comparison_value,solver_status
case_0092,empirical_unified,historical_shock,revealed,svar,ppo_ann_revealed_direct,ann_revealed_direct,ann,ann,linear_policy,ppo,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,338.83708424596784,mean_period_revealed_loss,6.061568483953751,,,
case_0093,empirical_unified,historical_shock,revealed,svar,ppo_ann_revealed_direct_nonlinear,ann_revealed_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,505.2351672012962,mean_period_revealed_loss,9.099187902266,,,
case_0094,empirical_unified,historical_shock,revealed,svar,sac_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,153.0266427599633,mean_period_revealed_loss,2.797180123345304,,,
case_0095,empirical_unified,historical_shock,revealed,svar,td3_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,246.7537163491532,mean_period_revealed_loss,4.349786022086324,,,
case_0096,empirical_unified,historical_shock,revealed,svar,linear_policy_search_transfer,benchmark_transfer,benchmark,benchmark,fixed_rule,,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,691.1144695027313,mean_period_revealed_loss,12.292780260752313,,,
case_0097,empirical_unified,historical_shock,revealed,svar,ppo_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,ppo,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,488.7141416973429,mean_period_revealed_loss,7.717318129142653,,,
case_0098,empirical_unified,historical_shock,revealed,svar,sac_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,sac,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,799.3786631657549,mean_period_revealed_loss,14.31632862046055,,,
case_0099,empirical_unified,historical_shock,revealed,svar,td3_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,td3,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,989.7642279608448,mean_period_revealed_loss,17.23223057017801,,,
case_0100,empirical_unified,historical_shock,revealed,svar,empirical_taylor_rule,empirical_rule,svar,svar,fixed_rule,,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,254.73763914988257,mean_period_revealed_loss,4.822381329525352,,,
case_0101,empirical_unified,historical_shock,revealed,svar,historical_actual_policy,historical_actual,historical,historical,fixed_rule,,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,375.369516433201,mean_period_revealed_loss,6.712488919600234,,,
case_0102,empirical_unified,historical_shock,revealed,svar,ppo_svar_direct,svar_direct,svar,svar,linear_policy,ppo,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,134.66163350624217,mean_period_revealed_loss,2.405494281719965,,,
case_0103,empirical_unified,historical_shock,revealed,svar,ppo_svar_direct_nonlinear,svar_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,300.9491640253483,mean_period_revealed_loss,5.293134479015112,,,
case_0104,empirical_unified,historical_shock,revealed,svar,sac_svar_direct,svar_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,858.1902343339616,mean_period_revealed_loss,14.503397335578086,,,
case_0105,empirical_unified,historical_shock,revealed,svar,td3_svar_direct,svar_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,1160.1592445507854,mean_period_revealed_loss,22.18740157859956,,,
case_0106,empirical_unified,historical_shock,revealed,svar,ppo_svar_revealed_direct,svar_revealed_direct,svar,svar,linear_policy,ppo,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,388.47496130067816,mean_period_revealed_loss,7.4459902438108605,,,
case_0107,empirical_unified,historical_shock,revealed,svar,ppo_svar_revealed_direct_nonlinear,svar_revealed_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,465.0477282013617,mean_period_revealed_loss,8.401597044616697,,,
case_0108,empirical_unified,historical_shock,revealed,svar,sac_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,148.76018118879807,mean_period_revealed_loss,2.6800503099992925,,,
case_0109,empirical_unified,historical_shock,revealed,svar,td3_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,320.306081044683,mean_period_revealed_loss,5.670292544414273,,,
case_0110,empirical_unified,historical_shock,revealed,svar,riccati_reference,theory_reference,benchmark,benchmark,fixed_rule,,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,903.7824285633208,mean_period_revealed_loss,15.95331658979473,,,
case_0111,empirical_unified,historical_shock,revealed,svar,ppo_ann_direct_linear,,,,,,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,440.0617156969578,mean_period_revealed_loss,7.099006070877067,,,
case_0112,empirical_unified,historical_shock,revealed,svar,ppo_svar_direct_linear,,,,,,outputs\phase10\revealed_welfare\revealed_historical_summary.csv,total_discounted_revealed_loss,134.66163350624217,mean_period_revealed_loss,2.405494281719965,,,
case_0113,empirical_unified,long_run_stochastic,artificial,ann,ppo_ann_direct,ann_direct,ann,ann,linear_policy,ppo,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,78.47645852520901,std_discounted_loss,18.176303131463374,,,
case_0114,empirical_unified,long_run_stochastic,artificial,ann,ppo_ann_direct_nonlinear,ann_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,173.80490941899288,std_discounted_loss,33.69030025744517,,,
case_0115,empirical_unified,long_run_stochastic,artificial,ann,sac_ann_direct,ann_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,91.78542257275892,std_discounted_loss,13.348241126881936,,,
case_0116,empirical_unified,long_run_stochastic,artificial,ann,td3_ann_direct,ann_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,81.23361261896399,std_discounted_loss,12.451574548674676,,,
case_0117,empirical_unified,long_run_stochastic,artificial,ann,ppo_ann_revealed_direct,ann_revealed_direct,ann,ann,linear_policy,ppo,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,311.4046529470523,std_discounted_loss,48.46174228159158,,,
case_0118,empirical_unified,long_run_stochastic,artificial,ann,ppo_ann_revealed_direct_nonlinear,ann_revealed_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,323.1007403986045,std_discounted_loss,43.19433113345836,,,
case_0119,empirical_unified,long_run_stochastic,artificial,ann,sac_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,193.07133625289137,std_discounted_loss,25.265067200136254,,,
case_0120,empirical_unified,long_run_stochastic,artificial,ann,td3_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,142.3580152453382,std_discounted_loss,22.880558325159196,,,
case_0121,empirical_unified,long_run_stochastic,artificial,ann,linear_policy_search_transfer,benchmark_transfer,benchmark,benchmark,fixed_rule,,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,179.94373171882515,std_discounted_loss,21.00061477065002,,,
case_0122,empirical_unified,long_run_stochastic,artificial,ann,ppo_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,ppo,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,327.1501115920626,std_discounted_loss,34.66168801330503,,,
case_0123,empirical_unified,long_run_stochastic,artificial,ann,sac_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,sac,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,159.8173503111956,std_discounted_loss,19.819269248827823,,,
case_0124,empirical_unified,long_run_stochastic,artificial,ann,td3_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,td3,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,148.60791018766488,std_discounted_loss,16.148676337954257,,,
case_0125,empirical_unified,long_run_stochastic,artificial,ann,empirical_taylor_rule,empirical_rule,svar,svar,fixed_rule,,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,159.65585943108343,std_discounted_loss,31.650553125438776,,,
case_0126,empirical_unified,long_run_stochastic,artificial,ann,ppo_svar_direct,svar_direct,svar,svar,linear_policy,ppo,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,202.59128013826597,std_discounted_loss,18.901304457570195,,,
case_0127,empirical_unified,long_run_stochastic,artificial,ann,ppo_svar_direct_nonlinear,svar_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,194.14425138815452,std_discounted_loss,17.326816541641225,,,
case_0128,empirical_unified,long_run_stochastic,artificial,ann,sac_svar_direct,svar_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,184.18325609097343,std_discounted_loss,24.09857962757249,,,
case_0129,empirical_unified,long_run_stochastic,artificial,ann,td3_svar_direct,svar_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,137.65861481668765,std_discounted_loss,26.82013420815255,,,
case_0130,empirical_unified,long_run_stochastic,artificial,ann,ppo_svar_revealed_direct,svar_revealed_direct,svar,svar,linear_policy,ppo,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,267.5921441918366,std_discounted_loss,28.69298897146476,,,
case_0131,empirical_unified,long_run_stochastic,artificial,ann,ppo_svar_revealed_direct_nonlinear,svar_revealed_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,317.32138977162106,std_discounted_loss,46.91506364386213,,,
case_0132,empirical_unified,long_run_stochastic,artificial,ann,sac_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,222.1256426855197,std_discounted_loss,34.43555895986312,,,
case_0133,empirical_unified,long_run_stochastic,artificial,ann,td3_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,693.4386792656933,std_discounted_loss,219.1633405076608,,,
case_0134,empirical_unified,long_run_stochastic,artificial,ann,riccati_reference,theory_reference,benchmark,benchmark,fixed_rule,,outputs\phase10\counterfactual_eval\ann_stochastic_summary.csv,mean_discounted_loss,152.72995216876862,std_discounted_loss,19.153804958937844,,,
case_0135,empirical_unified,long_run_stochastic,artificial,svar,ppo_ann_direct,ann_direct,ann,ann,linear_policy,ppo,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,206.1052500481269,std_discounted_loss,145.3041689539289,,,
case_0136,empirical_unified,long_run_stochastic,artificial,svar,ppo_ann_direct_nonlinear,ann_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,98.31800959630505,std_discounted_loss,31.957548271757577,,,
case_0137,empirical_unified,long_run_stochastic,artificial,svar,sac_ann_direct,ann_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,439.5459287355218,std_discounted_loss,227.9138469003696,,,
case_0138,empirical_unified,long_run_stochastic,artificial,svar,td3_ann_direct,ann_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,371.64275671405113,std_discounted_loss,191.1461407090624,,,
case_0139,empirical_unified,long_run_stochastic,artificial,svar,ppo_ann_revealed_direct,ann_revealed_direct,ann,ann,linear_policy,ppo,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,245.59388109810152,std_discounted_loss,76.875248659242,,,
case_0140,empirical_unified,long_run_stochastic,artificial,svar,ppo_ann_revealed_direct_nonlinear,ann_revealed_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,421.6978940124416,std_discounted_loss,128.26760264137005,,,
case_0141,empirical_unified,long_run_stochastic,artificial,svar,sac_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,183.4802781983404,std_discounted_loss,121.42678178011307,,,
case_0142,empirical_unified,long_run_stochastic,artificial,svar,td3_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,184.35009214556317,std_discounted_loss,145.33280668134216,,,
case_0143,empirical_unified,long_run_stochastic,artificial,svar,linear_policy_search_transfer,benchmark_transfer,benchmark,benchmark,fixed_rule,,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,134.4534909442804,std_discounted_loss,38.39678185693018,,,
case_0144,empirical_unified,long_run_stochastic,artificial,svar,ppo_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,ppo,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,238.0861767792022,std_discounted_loss,59.802299262395145,,,
case_0145,empirical_unified,long_run_stochastic,artificial,svar,sac_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,sac,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,135.26705533176,std_discounted_loss,39.56126014411276,,,
case_0146,empirical_unified,long_run_stochastic,artificial,svar,td3_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,td3,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,150.97065095298183,std_discounted_loss,40.357634344237006,,,
case_0147,empirical_unified,long_run_stochastic,artificial,svar,empirical_taylor_rule,empirical_rule,svar,svar,fixed_rule,,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,111.71089325806732,std_discounted_loss,34.42942561494542,,,
case_0148,empirical_unified,long_run_stochastic,artificial,svar,ppo_svar_direct,svar_direct,svar,svar,linear_policy,ppo,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,126.81668088525942,std_discounted_loss,45.75060047547021,,,
case_0149,empirical_unified,long_run_stochastic,artificial,svar,ppo_svar_direct_nonlinear,svar_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,107.7055961617187,std_discounted_loss,35.76232998854325,,,
case_0150,empirical_unified,long_run_stochastic,artificial,svar,sac_svar_direct,svar_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,100.11645862588426,std_discounted_loss,33.268987800941545,,,
case_0151,empirical_unified,long_run_stochastic,artificial,svar,td3_svar_direct,svar_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,109.47047456841511,std_discounted_loss,33.458951535177725,,,
case_0152,empirical_unified,long_run_stochastic,artificial,svar,ppo_svar_revealed_direct,svar_revealed_direct,svar,svar,linear_policy,ppo,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,414.9159042405493,std_discounted_loss,145.48603171810902,,,
case_0153,empirical_unified,long_run_stochastic,artificial,svar,ppo_svar_revealed_direct_nonlinear,svar_revealed_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,410.58947286570873,std_discounted_loss,148.66310731437426,,,
case_0154,empirical_unified,long_run_stochastic,artificial,svar,sac_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,138.54487122053075,std_discounted_loss,51.27177597946779,,,
case_0155,empirical_unified,long_run_stochastic,artificial,svar,td3_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,271.0284076964646,std_discounted_loss,81.6177126938961,,,
case_0156,empirical_unified,long_run_stochastic,artificial,svar,riccati_reference,theory_reference,benchmark,benchmark,fixed_rule,,outputs\phase10\counterfactual_eval\svar_stochastic_summary.csv,mean_discounted_loss,135.8429800792675,std_discounted_loss,37.77368653613801,,,
case_0157,empirical_unified,long_run_stochastic,revealed,ann,ppo_ann_direct,ann_direct,ann,ann,linear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,500.30066073454094,std_discounted_revealed_loss,157.7684206100447,,,
case_0158,empirical_unified,long_run_stochastic,revealed,ann,ppo_ann_direct_nonlinear,ann_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,414.5873403213797,std_discounted_revealed_loss,105.63963347752085,,,
case_0159,empirical_unified,long_run_stochastic,revealed,ann,sac_ann_direct,ann_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,3250.9299377432253,std_discounted_revealed_loss,644.1249856290755,,,
case_0160,empirical_unified,long_run_stochastic,revealed,ann,td3_ann_direct,ann_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,2408.704099244927,std_discounted_revealed_loss,507.659454579575,,,
case_0161,empirical_unified,long_run_stochastic,revealed,ann,ppo_ann_revealed_direct,ann_revealed_direct,ann,ann,linear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,664.2385999141038,std_discounted_revealed_loss,190.59865992698292,,,
case_0162,empirical_unified,long_run_stochastic,revealed,ann,ppo_ann_revealed_direct_nonlinear,ann_revealed_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1057.5216401191024,std_discounted_revealed_loss,457.43562489942633,,,
case_0163,empirical_unified,long_run_stochastic,revealed,ann,sac_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,253.4699437509063,std_discounted_revealed_loss,48.453127017739,,,
case_0164,empirical_unified,long_run_stochastic,revealed,ann,td3_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,309.7915541899879,std_discounted_revealed_loss,55.01076702880336,,,
case_0165,empirical_unified,long_run_stochastic,revealed,ann,linear_policy_search_transfer,benchmark_transfer,benchmark,benchmark,fixed_rule,,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1061.5509356861128,std_discounted_revealed_loss,186.4859628716263,,,
case_0166,empirical_unified,long_run_stochastic,revealed,ann,ppo_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,797.5175335353888,std_discounted_revealed_loss,144.62435049793086,,,
case_0167,empirical_unified,long_run_stochastic,revealed,ann,sac_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,sac,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1135.5869735113858,std_discounted_revealed_loss,218.00404308043588,,,
case_0168,empirical_unified,long_run_stochastic,revealed,ann,td3_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,td3,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1324.3478458372747,std_discounted_revealed_loss,270.9569939250195,,,
case_0169,empirical_unified,long_run_stochastic,revealed,ann,empirical_taylor_rule,empirical_rule,svar,svar,fixed_rule,,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,286.00871145654287,std_discounted_revealed_loss,43.6069506308762,,,
case_0170,empirical_unified,long_run_stochastic,revealed,ann,ppo_svar_direct,svar_direct,svar,svar,linear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,332.07510431063974,std_discounted_revealed_loss,113.8377988958787,,,
case_0171,empirical_unified,long_run_stochastic,revealed,ann,ppo_svar_direct_nonlinear,svar_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,791.4990777390182,std_discounted_revealed_loss,356.10168725335774,,,
case_0172,empirical_unified,long_run_stochastic,revealed,ann,sac_svar_direct,svar_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1217.3453700078803,std_discounted_revealed_loss,321.56174319599955,,,
case_0173,empirical_unified,long_run_stochastic,revealed,ann,td3_svar_direct,svar_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1840.505862414905,std_discounted_revealed_loss,501.877993152344,,,
case_0174,empirical_unified,long_run_stochastic,revealed,ann,ppo_svar_revealed_direct,svar_revealed_direct,svar,svar,linear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,607.1879837520368,std_discounted_revealed_loss,153.4071281928331,,,
case_0175,empirical_unified,long_run_stochastic,revealed,ann,ppo_svar_revealed_direct_nonlinear,svar_revealed_direct,svar,svar,nonlinear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,975.010697842923,std_discounted_revealed_loss,428.3432975172639,,,
case_0176,empirical_unified,long_run_stochastic,revealed,ann,sac_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,sac,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,370.90589201927656,std_discounted_revealed_loss,101.31704402019196,,,
case_0177,empirical_unified,long_run_stochastic,revealed,ann,td3_svar_revealed_direct,svar_revealed_direct,svar,svar,standard_nonlinear,td3,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1266.0788398861876,std_discounted_revealed_loss,352.95002952442405,,,
case_0178,empirical_unified,long_run_stochastic,revealed,ann,riccati_reference,theory_reference,benchmark,benchmark,fixed_rule,,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1229.077350279868,std_discounted_revealed_loss,215.26408112009725,,,
case_0179,empirical_unified,long_run_stochastic,revealed,svar,ppo_ann_direct,ann_direct,ann,ann,linear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,512.3967909962918,std_discounted_revealed_loss,217.1419976039811,,,
case_0180,empirical_unified,long_run_stochastic,revealed,svar,ppo_ann_direct_nonlinear,ann_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,359.5227239787593,std_discounted_revealed_loss,106.26300306638248,,,
case_0181,empirical_unified,long_run_stochastic,revealed,svar,sac_ann_direct,ann_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1237.2021007805022,std_discounted_revealed_loss,422.874221512978,,,
case_0182,empirical_unified,long_run_stochastic,revealed,svar,td3_ann_direct,ann_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1175.0891401261251,std_discounted_revealed_loss,361.78209617931896,,,
case_0183,empirical_unified,long_run_stochastic,revealed,svar,ppo_ann_revealed_direct,ann_revealed_direct,ann,ann,linear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,519.3961950654921,std_discounted_revealed_loss,191.6182796552944,,,
case_0184,empirical_unified,long_run_stochastic,revealed,svar,ppo_ann_revealed_direct_nonlinear,ann_revealed_direct,ann,ann,nonlinear_policy,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1032.0927046415932,std_discounted_revealed_loss,478.9882438041836,,,
case_0185,empirical_unified,long_run_stochastic,revealed,svar,sac_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,sac,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,251.2085282293793,std_discounted_revealed_loss,129.08511013833578,,,
case_0186,empirical_unified,long_run_stochastic,revealed,svar,td3_ann_revealed_direct,ann_revealed_direct,ann,ann,standard_nonlinear,td3,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,306.51986387322125,std_discounted_revealed_loss,144.79188934126697,,,
case_0187,empirical_unified,long_run_stochastic,revealed,svar,linear_policy_search_transfer,benchmark_transfer,benchmark,benchmark,fixed_rule,,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,744.593381262866,std_discounted_revealed_loss,150.78059199339293,,,
case_0188,empirical_unified,long_run_stochastic,revealed,svar,ppo_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,ppo,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,501.3796997014847,std_discounted_revealed_loss,134.49969301270505,,,
case_0189,empirical_unified,long_run_stochastic,revealed,svar,sac_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,sac,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,872.0288667299884,std_discounted_revealed_loss,205.52355737792703,,,
case_0190,empirical_unified,long_run_stochastic,revealed,svar,td3_benchmark_transfer,benchmark_transfer,benchmark,benchmark,linear_surrogate,td3,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,1063.2544079909294,std_discounted_revealed_loss,218.5587557088705,,,
case_0191,empirical_unified,long_run_stochastic,revealed,svar,empirical_taylor_rule,empirical_rule,svar,svar,fixed_rule,,outputs\phase10\revealed_welfare\revealed_stochastic_summary.csv,mean_discounted_revealed_loss,275.66058908232515,std_discounted_revealed_loss,86.36825847721234,,,
