variant,trained_artificial_loss,trained_revealed_loss,trained_revealed_improvement_vs_baseline_pct,trained_beats_fine05,trained_gap_vs_fine05_bp
residual_u2_lr5e6,0.01256084971735686,0.01594199648715361,14.094156151788697,True,0.08544076503490261
residual_u4_lr5e6,0.0125518478506811,0.015945033892797462,14.07778863501282,True,0.05506670859637547
residual_init_only,0.012595747732876257,0.01595053115071933,14.048165834568103,True,9.412937769515128e-05
fine_05,0.0125957570739695,0.0159505405636571,14.048115111538346,False,0.0
residual_u6_lr5e6,0.01254108566271218,0.015953999947513484,14.029473701748982,False,-0.03459383856384973
residual_u8_lr5e6,0.012532399332264776,0.015985026235049705,13.862283888702413,False,-0.3448567139260547
residual_u4_lr1e5,0.012532422275119425,0.01599044030644344,13.833109351365874,False,-0.3989974278634234
phase12_prev_best,0.012773957729508432,0.01605471350463282,13.486763563889937,False,-1.0417294097572056
