date,gdpdef,real_gdp,potential_gdp,policy_rate,inflation,output_gap,inflation_gap,policy_rate_gap,quarter
1970-01-01,19.832,5300.652,5288.142063746249,8.573333333333332,5.343992489698568,0.23628643637447766,3.343992489698568,6.573333333333332,1970Q1
1970-04-01,20.108,5308.164,5334.474066371376,7.886666666666667,5.46282388547894,-0.4944285393371217,3.46282388547894,5.886666666666667,1970Q2
1970-07-01,20.273,5357.077,5379.486205812729,6.706666666666667,4.882222703237726,-0.41743783227445874,2.8822227032377263,4.706666666666667,1970Q3
1970-10-01,20.541,5299.672,5423.257544275761,5.566666666666666,4.914074409063662,-2.3051725988160854,2.9140744090636623,3.5666666666666664,1970Q4
1971-01-01,20.853,5443.619,5466.706098336824,3.856666666666667,5.0201028053569186,-0.4232162211213364,3.0201028053569186,1.856666666666667,1971Q1
1971-04-01,21.127,5473.059,5510.42722794308,4.566666666666666,4.9434097487768724,-0.6804464693418666,2.9434097487768724,2.5666666666666664,1971Q2
1971-07-01,21.342,5518.072,5554.35488760216,5.476666666666667,5.138701070831608,-0.6553760587133084,3.1387010708316083,3.4766666666666666,1971Q3
1971-10-01,21.52,5531.032,5598.610008464077,4.75,4.655984648654776,-1.2143937588909637,2.6559846486547762,2.75,1971Q4
1972-01-01,21.848,5632.649,5643.401006963654,3.546666666666667,4.6611561384945155,-0.19070525965450003,2.6611561384945155,1.5466666666666669,1972Q1
1972-04-01,21.984,5760.47,5688.794205471516,4.3,3.976307272184121,1.2520757599872923,1.9763072721841208,2.3,1972Q2
1972-07-01,22.194,5814.854,5735.01252721653,4.743333333333333,3.9145019883998877,1.3825743251185685,1.9145019883998877,2.743333333333333,1972Q3
1972-10-01,22.477,5912.22,5782.348420969389,5.1466666666666665,4.350982886910693,2.2211494030711876,2.3509828869106926,3.1466666666666665,1972Q4
1973-01-01,22.736,6058.544,5830.6639389494085,6.536666666666666,3.9840187183341147,3.833863012687466,1.9840187183341147,4.536666666666666,1973Q1
1973-04-01,23.086,6124.506,5880.964999959673,7.816666666666666,4.891145715278178,4.057723603249563,2.891145715278178,5.816666666666666,1973Q2
1973-07-01,23.535,6092.301,5931.893431456161,10.56,5.866669277473369,2.6682383786697628,3.8666692774733686,8.56,1973Q3
1973-10-01,24.004,6150.131,5983.963113314532,9.996666666666666,6.57279189645763,2.7390305970225626,4.57279189645763,7.996666666666666,1973Q4
1974-01-01,24.457,6097.258,6036.840251387802,9.323333333333332,7.29669021590289,0.9958424048175374,5.29669021590289,7.323333333333332,1974Q1
1974-04-01,25.035,6111.751,6090.335456182356,11.25,8.104847258918735,0.3510148183787365,6.104847258918735,9.25,1974Q2
1974-07-01,25.769,6053.978,6143.206219778796,12.089999999999998,9.06835442464451,-1.4631214867398157,7.068354424644509,10.089999999999998,1974Q3
1974-10-01,26.527,6030.464,6195.475445431864,9.346666666666666,9.99425990958045,-2.699530240667336,7.99425990958045,7.346666666666666,1974Q4
1975-01-01,27.13,5957.035,6246.482861537268,6.303333333333334,10.372365315706666,-4.744568912553149,8.372365315706666,4.303333333333334,1975Q1
1975-04-01,27.533,5999.61,6296.513228943918,5.419999999999999,9.511043946609998,-4.830155734568287,7.511043946609998,3.419999999999999,1975Q2
1975-07-01,28.019,6102.326,6346.032060224159,6.16,8.371063237873111,-3.915973521089633,6.371063237873111,4.16,1975Q3
1975-10-01,28.488,6184.53,6395.3936260234,5.413333333333334,7.131986375240551,-3.3526972632394347,5.131986375240551,3.413333333333334,1975Q4
1976-01-01,28.789,6323.649,6444.359681612424,4.826666666666667,5.935324306725764,-1.8908865309869682,3.9353243067257644,2.826666666666667,1976Q1
1976-04-01,29.079,6370.025,6493.923529668127,5.196666666666666,5.463097893057256,-1.9263503852002373,3.463097893057256,3.1966666666666663,1976Q2
1976-07-01,29.455,6404.895,6544.87347714477,5.283333333333333,4.998082349536892,-2.161952618020635,2.998082349536892,3.283333333333333,1976Q3
1976-10-01,29.983,6451.177,6596.49865666572,4.873333333333334,5.114760840377652,-2.2276406917910663,3.1147608403776523,2.873333333333334,1976Q4
1977-01-01,30.465,6527.703,6649.907668623456,4.66,5.658511396235966,-1.8547849850559572,3.6585113962359657,2.66,1977Q1
