policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
sac_svar_direct,G7_TAY93,svar_direct,1.528632674699,0.572243175257,0.226215527375,16.9888361783942,0.159509630049506,3019.54163564607,27.8323638382293,0.00481881660143156,0.0325772642799163,1.38402181308116,0.0355475028407209,0.981560022953543
