policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
empirical_taylor_rule,G7_TAY93,empirical_rule,0.193172811483,0.265768574867,0.869199767248,5830.40277603899,52.8879460800618,8051.93949667817,73.5080813238457,52.3991722914395,0.774154186091202,1.01696695576679,3.14574125286456,5.89299741632005
