policy_name,training_env,loss_function,scenario_id,algo,seed,update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate,step
td3_ann_artificial_lambda_art_output_high_phase15,ann,artificial,lambda_art_output_high,td3,43,,,,,-136.5140298760118,96.35101205082779,0.0,14000.0
td3_ann_artificial_lambda_art_output_high_phase15,ann,artificial,lambda_art_output_high,td3,43,,,,,-132.2491786606059,92.78428447690209,0.0,16000.0
sac_ann_artificial_lambda_art_output_high_phase15,ann,artificial,lambda_art_output_high,sac,43,,,,,-159.11585081632887,112.25727010936592,0.0,2000.0
sac_ann_artificial_lambda_art_output_high_phase15,ann,artificial,lambda_art_output_high,sac,43,,,,,-210.00742765383788,144.26917089864435,0.0,4000.0
sac_ann_artificial_lambda_art_output_high_phase15,ann,artificial,lambda_art_output_high,sac,43,,,,,-175.03478111302007,120.57431652014537,0.0,6000.0
sac_ann_artificial_lambda_art_output_high_phase15,ann,artificial,lambda_art_output_high,sac,43,,,,,-181.2187019986775,126.42305019615577,0.0,8000.0
sac_ann_artificial_lambda_art_output_high_phase15,ann,artificial,lambda_art_output_high,sac,43,,,,,-201.35255683294798,140.45984150683643,0.0,10000.0
sac_ann_artificial_lambda_art_output_high_phase15,ann,artificial,lambda_art_output_high,sac,43,,,,,-205.4009878640633,141.23085460916806,0.0,12000.0
sac_ann_artificial_lambda_art_output_high_phase15,ann,artificial,lambda_art_output_high,sac,43,,,,,-187.48785082873496,131.03382318164324,0.0,14000.0
sac_ann_artificial_lambda_art_output_high_phase15,ann,artificial,lambda_art_output_high,sac,43,,,,,-181.21412557735366,125.60698442797006,0.0,16000.0
