evaluation_env,loss_function,evaluation_type,scenario_group,scenario_id,beta,policy_name,total_discounted_loss,mean_period_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate_x,improvement_vs_actual_pct,improvement_vs_taylor_pct,var_inflation_gap,std_inflation_gap,var_output_gap,std_output_gap,var_policy_rate,std_policy_rate_y,var_rate_change,std_rate_change,rule_family,source_env,training_env,policy_parameterization,algo,lambda_inflation,lambda_output_gap,lambda_rate_smoothing,mean_discounted_loss,std_discounted_loss,mean_reward,mean_abs_action,clip_rate,explosion_rate,std_policy_rate
ann,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,ppo_ann_direct,101.13310882713998,1.8715491864096072,0.5713736931498338,1.276379028796306,0.23796463959779632,4.853753624778045,0.9863623657607886,58.885256520072346,41.24373124045781,0.5702246172800142,0.7551321853026887,1.2909097906270937,1.1361821115591872,0.9729107165892197,0.9863623657607886,0.24087413621852993,0.4907892992094774,ann_direct,ann,ann,linear_policy,ppo,1.0,1.0,0.1,,,,,,,
ann,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,ann_affine_search_artificial,102.8679271218786,1.7697648165596949,0.3355012429168706,1.2674068102093226,1.668567630228828,4.300257008344135,1.9358967919501773,58.17998195668107,40.235837276188825,0.3397708590076822,0.5828986695881903,1.172734986050155,1.0829288924256084,3.747696389082988,1.9358967919501773,1.690681712308526,1.3002621706058075,ann_native_numerical_search,ann,ann,affine_linear_search,numerical_search,1.0,1.0,0.1,,,,,,,
ann,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,td3_ann_direct,115.00724767784224,2.0070993355775464,0.30541670486479616,1.5083040857288672,1.933785441897043,3.911720711933939,2.2781504311971217,53.24485184481884,33.18314019789012,0.2658464428484564,0.5156029895650881,1.4093624966606841,1.1871657410238403,5.189969387163632,2.2781504311971217,1.9593688929299622,1.3997745864709654,ann_direct,ann,ann,standard_nonlinear,td3,1.0,1.0,0.1,,,,,,,
ann,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,td3_ann_artificial_lambda_art_output_high_phase15,123.65943705295459,2.1872429631048576,0.34368133484046237,1.68092852805097,1.6263309961137278,4.0580817978633075,2.238950841101036,49.727383126384325,28.156395048074938,0.32064301452137617,0.5662534896328465,1.675002174681957,1.2942187507071425,5.012900868867035,2.238950841101036,1.6478023649728823,1.2836675445663033,phase15_retrained,ann,ann,standard_nonlinear,td3,1.0,1.0,0.1,,,,,,,
ann,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,sac_ann_direct,138.01604638969573,2.450210981375258,0.38708009680518857,1.813281509865577,2.4984937400045895,3.724756647097437,2.468618727339628,43.89083447315789,19.815498516286095,0.31730341679004215,0.5632969170784109,1.8061778660407288,1.3439411691144552,6.094078420971923,2.468618727339628,2.5313163344905747,1.5910111044523148,ann_direct,ann,ann,standard_nonlinear,sac,1.0,1.0,0.1,,,,,,,
ann,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,td3_ann_revealed_direct,143.2403818492883,2.590244278273119,1.4676845188984098,1.1181507637453016,0.04408995576502702,5.082803738744635,0.9120822472149654,41.76692851629289,16.78026641560483,0.6674634085280337,0.81698433799433,1.087907850819141,1.0430282118999183,0.8318940256847013,0.9120822472149654,0.04404245602258053,0.2098629458064966,ann_revealed_direct,ann,ann,standard_nonlinear,td3,1.0,1.0,0.1,,,,,,,
ann,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,td3_svar_direct,148.08795268311025,2.781033874999389,1.1917959670527258,1.3774883986155653,2.1174950905701997,5.336697810574582,2.167205559866624,39.796192783507,13.963926860278859,0.8526129796309178,0.9233704455043587,1.3954887501280073,1.1813080674100247,4.696779938716808,2.167205559866624,2.1457282006989393,1.4648304341113818,svar_direct,svar,svar,standard_nonlinear,td3,1.0,1.0,0.1,,,,,,,
ann,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,sac_ann_artificial_lambda_art_output_high_phase15,168.04997492219263,3.0119137506015874,0.4596510450139859,2.234314539038586,3.1794816629322646,3.6181038884740127,3.0061623611615333,31.680814612909014,2.3664000239563285,0.2739803597458228,0.5234313324074351,2.1879404841127736,1.4791688490881538,9.037012141664285,3.0061623611615333,3.2216184094662834,1.7948867400107127,phase15_retrained,ann,ann,standard_nonlinear,sac,1.0,1.0,0.1,,,,,,,
ann,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,ppo_ann_artificial_lambda_art_output_high_phase15,171.62302822130346,3.0928422721204663,1.8497432835405951,1.2214778947302485,0.21621093450416654,4.438842764026241,0.5762493784482342,30.228222365555617,0.2905291012740284,0.8318352009591888,0.9120499991553034,1.1994743888582937,1.0952051811684849,0.33206334616197625,0.5762493784482342,0.21887198582094783,0.46783756349928535,phase15_retrained,ann,ann,linear_policy,ppo,1.0,1.0,0.1,,,,,,,
ann,artificial,historical_counterfactual,retrain,lambda_art_output_high,0.99,empirical_taylor_rule,172.12309590492106,3.106294737748278,1.553884130497865,1.5407678542409413,0.11642754196782276,5.210691141447773,2.063861810161664,30.02492440732038,0.0,0.4899138595722829,0.6999384684186767,1.5581389428521306,1.2482543582347834,4.259525571443781,2.063861810161664,0.11752590204236353,0.3428205099499788,empirical_rule,svar,svar,fixed_rule,,1.0,1.0,0.1,,,,,,,
